-0.652225,4.218816,0.615503,-0.880521,0.550786,-0.741091,1.951952,0.737127,-0.799566,-0.295640,0.311540,-0.797191,0.691121,-0.156421,-1.233186,-2.207319,0.354300,-0.584856,-0.751540,0.967094,-1.198551,-1.115295,-0.548619,-0.101865,-0.300167,-1.400443,0.589452,0.784181,0.329294,0.472764,0.837325,2.176619,1.821124,1.015765,-0.988604,0.696187,-1.384582,-0.602696,0.319627,-1.549329,-2.731432,0.211762,1.019763,-0.651745,-0.900061,0.788213,0.676144,1.685948,-1.484355,-0.527057,-1.255849,0.461268,0.632531,-0.595714,-1.358215,0.547535,-1.090046,-2.916078,1.647992,-2.267406,1.431430,0.209083,-1.878062,-1.119456,-1.460565,-1.911759,-1.575850,0.865271,-1.229988,2.125204,0.913503,-0.734591,0.061373,-0.425601,1.648281,0.696741,1.119929,-2.143095,0.459850,0.020635,0.924333,-1.880711,-0.379440,2.529829,-0.969486,1.463953,-0.421706,-1.269339,-0.006271,-0.367623,0.369272,0.166918,-1.791407,1.514003,0.421040
-24.949736,11.981388,8.623323,-2.791451,1.292763,-8.577901,1.166749,2.361658,2.572602,1.349136,9.948383,-7.711563,2.577917,-3.044347,-2.284462,4.612985,-6.393859,5.306752,-5.589112,-3.592389,-6.105274,2.737761,7.952989,2.284214,2.219578,3.323003,16.151454,-0.513436,-7.242929,-2.374804,-3.858883,-2.817805,2.039596,3.177584,-3.324692,0.301092,-0.823667,-2.900834,-19.604330,-6.054304,0.262780,1.709340,-2.981825,-2.175615,-8.328984,0.907389,-6.297364,-5.044365,4.666131,4.966078,-1.150288,2.925568,-8.574116,4.000754,0.185881,-1.137155,-1.675645,4.692956,1.160485,1.610767,1.243280,-4.909278,-2.101271,2.469025,-0.456729,-6.488043,-2.221081,2.283771,1.488353,-3.607670,-2.713161,-3.810805,-1.142707,-2.769987,3.687902,-1.805147,3.399838,3.343847,-0.433457,2.852849,-1.410882,1.715856,0.534650,-4.501859,0.311103,5.643750,-0.978175,-2.881391,-3.302551,-1.647283,1.491519,-3.688400,-1.132167,2.861859,1.718253
-18.620594,23.185916,-7.468009,-5.856275,0.814319,4.228922,-4.462921,1.041599,7.870346,-3.817958,-0.509452,-4.239861,-7.168260,-0.587961,2.223522,-1.353567,-3.018451,3.420099,-2.635769,7.837488,1.466422,-1.073438,-2.471530,1.558540,-2.190587,4.509912,4.771509,-2.640982,-5.707820,8.049493,-2.141609,1.799614,4.755550,1.309998,-0.358393,2.526519,-3.884228,-4.385062,-1.919589,-5.154065,-0.614355,-5.545119,0.006563,-1.691669,7.774365,-0.704393,-0.144121,6.090551,2.022129,5.216371,5.280006,-7.094179,-0.608062,-0.556696,-7.346155,-4.789937,0.617947,2.223803,-4.671487,3.513690,-2.989889,2.165280,2.370907,-1.065124,-5.917357,3.207825,-2.826145,-1.134481,0.566246,-2.117097,-1.298318,7.851401,-4.727438,1.945559,-1.150786,2.474113,-3.052874,0.760716,-0.079571,-3.671556,-6.943416,3.265102,-7.084884,1.958849,1.810197,2.174057,-3.804979,0.665770,5.415379,-0.067504,4.190338,-1.076118,-0.548294,0.830416,-5.450716
2.586167,3.166660,-1.801069,-0.912514,-1.098882,-1.074476,-0.011610,1.092366,0.104813,-0.842759,-1.099030,-0.743732,0.052233,-0.926883,0.195812,-1.448731,-0.693394,-0.891291,-0.310422,-0.044417,0.096875,-0.479264,-1.411015,0.351455,0.755686,0.048044,0.215672,-0.063590,0.508318,0.787091,-0.727955,0.984611,0.004616,-0.510286,0.728097,0.874988,1.449772,-0.747768,-0.663476,-0.822695,-0.134861,-0.534780,0.060920,-0.785179,0.073649,1.585078,0.295523,0.827596,-1.032083,0.152536,-0.415193,-0.223509,-0.593055,0.860116,0.498822,0.598032,-0.474367,0.680696,-0.682437,1.390322,-1.594835,-0.129865,-1.019079,0.485778,0.352876,0.116706,1.004496,-1.349739,0.168598,0.085511,0.895703,0.121603,-0.665926,0.358974,0.340189,-0.123651,-1.984934,-0.132279,-1.097167,0.880866,-1.669028,1.495833,-0.040353,-0.714148,0.664951,-0.424647,0.359101,0.897598,0.733118,0.301041,-0.205044,-0.438909,0.074261,0.655953,-0.860254
1.769336,2.019948,-1.547182,-1.113037,-1.081247,-1.164483,0.401564,0.760991,-0.955743,-0.516128,0.654012,0.260615,-0.531245,-0.800118,0.840006,-1.088627,-1.181987,-1.355119,0.022343,-0.431899,-1.180433,1.441917,0.193302,0.492759,-0.087955,-0.387941,-2.489277,-0.736608,0.007349,-1.587004,0.330153,1.026464,0.911450,0.492660,0.854895,-1.168641,-1.596166,1.183927,-0.229647,-0.200034,0.340603,0.622476,1.241489,0.596866,-1.242952,-0.122981,-1.205034,0.766374,-0.110225,-1.018726,-0.435908,1.445521,0.718403,0.343783,-1.236958,0.545590,0.527301,-1.080519,1.376986,0.481339,-0.407643,-0.354714,-0.797045,-0.862073,0.075843,-0.414512,-0.368280,0.177285,-0.461774,0.390359,0.350917,0.889439,0.733315,-0.019895,-0.479837,-0.589140,0.947795,-0.158929,-0.746214,0.309992,0.254204,0.086064,-0.194389,-1.161318,0.264681,1.677447,0.704433,0.341240,0.100140,-0.392530,-0.742894,-0.791589,-0.366130,-1.438331,-1.605836
1.658331,2.159268,0.103631,-0.757677,1.006946,-0.623178,2.136112,2.263986,-0.054172,-0.166523,-1.964384,-1.544289,-0.011125,0.481745,0.753027,-1.269941,0.303985,-1.445675,-0.215669,-0.843496,-1.185446,-0.488408,-0.855288,-0.863383,-0.718055,0.216127,0.185351,0.542925,-0.283967,1.013941,-0.043510,1.617010,0.484004,-1.118662,-1.669991,1.137448,-0.339498,0.849872,0.554610,1.194238,0.228706,1.122548,1.438275,-0.189896,0.417584,0.640988,-1.129849,-0.610356,-0.694730,0.193093,1.511792,0.413679,-1.402385,-0.043672,1.042230,-1.396146,-0.578998,0.080037,0.472758,1.438726,-0.053775,-0.112744,0.355905,0.265844,0.469458,0.243889,1.120645,-0.540298,1.400564,-1.252061,-0.191615,-1.228906,0.931506,-1.852287,-0.479080,-0.134244,2.027412,-0.191614,-1.230234,0.738944,-0.252329,0.010908,-0.349987,0.124815,-1.678752,-1.714510,-0.016080,0.846110,1.129089,1.285396,-0.364343,-0.956544,-1.304508,-0.987224,0.081409
3.004884,0.038413,-1.075579,-1.452939,-0.674916,-1.633705,-0.816581,1.184230,0.084353,-1.947071,-1.120090,-1.477084,-0.084812,0.414574,-0.007633,-0.552655,-0.479556,0.740500,-1.834668,1.508846,-0.053616,-0.215152,0.219200,0.118678,-0.152546,0.826407,-0.961191,0.665244,1.283595,-0.723360,-0.056811,0.675201,-0.490318,0.933093,0.254524,0.005589,-0.897703,0.025079,-0.120714,1.193914,-0.268796,0.687921,0.386289,0.219178,-0.551305,-0.461736,0.141033,-0.582721,0.062187,-0.657460,-0.036826,0.610206,0.227988,-0.328187,-0.305293,0.443984,0.647375,-0.244876,-0.088053,-0.007157,-0.247210,0.017458,0.793833,-0.687787,-0.969173,0.027075,0.088724,-0.177563,0.085525,0.207039,-0.212926,-0.112554,0.054896,0.615011,-0.370750,-0.046218,0.678420,-0.018191,-0.120640,0.135293,-0.490575,0.111984,0.199355,0.181019,-0.352226,0.263368,0.879700,-0.031394,0.679956,0.339133,0.557092,-0.745025,-0.088419,0.710407,-0.521808
2.039816,2.859548,-1.610449,-1.894700,-1.936992,-0.989884,-1.392849,1.715338,-0.237187,-1.245475,-0.813871,-0.526207,-1.228382,-0.334625,1.780403,0.882095,-2.749511,-1.045794,-0.634061,0.652645,1.061526,-1.311308,0.549006,0.671812,-0.384863,0.648542,0.253981,0.384888,-1.255671,-0.590772,-0.241053,-0.888965,-0.967525,-1.690351,-0.829188,1.139296,-0.472885,-0.456081,0.582664,1.071638,-0.444350,0.075434,1.200915,0.138630,0.099605,0.868976,-0.175714,-0.374668,-0.086493,0.075866,2.034261,-0.125120,0.013814,0.648973,0.278415,-0.864941,-0.688031,0.094608,0.137184,-1.042256,-0.277981,0.879589,0.871931,-0.153109,0.510553,-1.508307,0.151667,-0.288938,1.870415,-0.338552,-0.074955,-1.506775,0.233546,-0.802541,0.113800,1.228760,-0.654062,0.475439,-0.950207,-0.510104,-0.068313,0.899588,0.754386,0.583245,-0.229709,-0.579643,-0.343707,0.084487,0.146782,0.853202,-1.121884,-0.413805,-1.365969,-0.120053,-0.911104
1.751647,2.020951,0.177302,-0.771572,1.126089,-0.718052,2.191954,2.413697,0.037987,-0.178531,-1.892137,-1.595575,0.105828,0.640707,0.581780,-1.401628,0.660290,-1.241284,-0.298880,-0.987156,-1.206108,-0.411633,-0.791402,-0.889411,-0.496228,0.334128,-0.067284,0.764580,-0.290177,0.904714,-0.294564,1.725474,0.518232,-0.986353,-1.597047,1.220815,-0.528275,1.062947,0.393213,1.602325,0.194971,1.182436,1.578800,-0.090743,0.124793,0.431494,-1.106970,-0.563183,-0.580575,-0.044534,1.077735,0.625746,-1.214795,-0.035685,0.893566,-1.270800,-0.511744,0.028397,0.728346,1.267964,-0.111011,-0.292420,0.045103,-0.230999,0.353620,0.762477,1.093117,-0.572864,1.236425,-0.961470,0.127501,-1.135805,0.924012,-1.521358,-0.651827,-0.229982,2.041554,-0.341339,-1.353923,0.788998,0.053678,-0.036313,-0.101516,-0.158295,-1.790452,-1.936981,0.366057,0.759683,1.229780,1.215215,-0.289892,-0.938564,-1.116929,-0.862368,-0.050793
-3.523931,3.509835,-5.529787,-4.216981,-10.975672,-6.355734,-4.296256,2.858965,1.943874,-1.887981,-5.581441,-7.804238,-9.187815,-2.661147,2.058023,-3.696045,7.238356,-2.868803,-1.265240,9.137509,1.879676,-1.959563,1.571893,4.517013,2.856769,-7.137837,7.940512,-8.667059,2.689898,1.717686,13.832800,8.690567,-2.359727,3.577837,-0.206998,7.728163,0.097949,-0.157444,2.271174,11.790032,0.056806,-0.683248,-9.127618,1.714534,-7.898459,-5.226509,1.525588,-3.881270,8.668770,-2.704679,9.682445,-1.972170,1.089076,-2.494086,-2.823000,-3.793452,7.732036,2.084109,0.043597,-6.760050,-3.052913,-0.467569,6.009766,-0.660908,-3.873077,-0.626728,-3.549908,3.997451,-0.796509,-0.281053,-0.214486,3.312436,-1.638867,1.342603,-2.306503,-0.785343,2.372619,0.268119,-0.936344,-2.117017,-0.191003,-0.651101,0.211551,-5.410323,-1.499379,-2.651989,4.087130,-2.936630,0.596891,-3.510554,-0.803973,1.371893,0.527539,2.750339,-0.788542
