0.176,0.622
0.167,0.609
0.163,0.607
0.168,0.603
0.147,0.59
0.181,0.584
0.167,0.586
0.157,0.57
0.161,0.546
0.168,0.558
0.152,0.548
0.18,0.531
0.177,0.546
0.182,0.535
0.178,0.522
0.177,0.522
0.177,0.519
0.192,0.512
0.202,0.482
0.19,0.501
0.212,0.486
0.199,0.472
0.227,0.469
0.2,0.47
0.216,0.478
0.221,0.465
0.231,0.464
0.244,0.444
0.239,0.433
0.234,0.423
0.245,0.411
0.253,0.43
0.246,0.415
0.258,0.398
0.274,0.412
0.272,0.398
0.276,0.392
0.279,0.406
0.295,0.391
0.307,0.384
0.297,0.385
0.317,0.38
0.297,0.359
0.322,0.391
0.332,0.36
0.336,0.378
0.335,0.384
0.351,0.368
0.341,0.367
0.355,0.352
0.377,0.356
0.38,0.353
0.381,0.338
0.396,0.363
0.422,0.363
0.408,0.355
0.386,0.369
0.425,0.359
0.421,0.356
0.436,0.349
0.415,0.349
0.458,0.347
0.446,0.347
0.463,0.35
0.487,0.349
0.483,0.352
0.495,0.356
0.483,0.351
0.487,0.348
0.489,0.355
0.526,0.369
0.537,0.364
0.503,0.376
0.529,0.384
0.552,0.382
0.533,0.382
0.558,0.392
0.551,0.392
0.554,0.377
0.587,0.38
0.582,0.402
0.593,0.402
0.596,0.407
0.578,0.407
0.615,0.418
0.598,0.422
0.631,0.43
0.62,0.442
0.612,0.455
0.627,0.425
0.63,0.425
0.626,0.472
0.642,0.455
0.638,0.457
0.641,0.466
0.65,0.473
0.678,0.477
0.67,0.493
0.663,0.484
0.666,0.501
0.664,0.497
0.675,0.497
0.651,0.518
0.695,0.532
0.682,0.525
0.677,0.54
0.682,0.556
0.706,0.546
0.675,0.56
0.703,0.551
0.694,0.569
0.681,0.586
0.71,0.591
0.691,0.594
0.708,0.584
0.698,0.605
0.689,0.617
0.694,0.613
0.362,0.583
0.299,0.637
0.338,0.633
0.3,0.56
0.352,0.57
0.347,0.596
0.32,0.638
0.355,0.567
0.302,0.652
0.356,0.603
0.355,0.646
0.313,0.629
0.365,0.556
0.335,0.626
0.321,0.582
0.323,0.624
0.35,0.634
0.303,0.596
0.311,0.586
0.311,0.636
0.381,0.59
0.34,0.638
0.384,0.585
0.355,0.631
0.365,0.633
0.305,0.63
0.307,0.614
0.358,0.581
0.327,0.552
0.366,0.579
0.311,0.582
0.313,0.651
0.345,0.618
0.318,0.558
0.346,0.597
0.343,0.629
0.387,0.607
0.312,0.626
0.355,0.562
0.373,0.569
0.291,0.559
0.33,0.555
0.366,0.608
0.383,0.628
0.316,0.626
0.285,0.615
0.378,0.588
0.375,0.591
0.38,0.565
0.344,0.588
0.297,0.592
0.305,0.628
0.346,0.587
0.289,0.578
0.307,0.564
0.321,0.628
0.343,0.567
0.352,0.602
0.314,0.636
0.297,0.612
0.321,0.57
0.37,0.614
0.37,0.598
0.317,0.625
0.31,0.646
0.301,0.584
0.328,0.608
0.306,0.607
0.338,0.573
0.387,0.636
0.315,0.639
0.347,0.609
0.323,0.602
0.303,0.651
0.364,0.637
0.538,0.613
0.535,0.588
0.514,0.607
0.547,0.619
0.537,0.59
0.586,0.623
0.562,0.572
0.56,0.617
0.566,0.601
0.578,0.573
0.58,0.623
0.534,0.614
0.538,0.588
0.54,0.581
0.552,0.631
0.569,0.586
0.555,0.624
0.531,0.6
0.562,0.561
0.556,0.588
0.574,0.594
0.509,0.635
0.52,0.567
0.544,0.597
0.571,0.627
0.558,0.593
0.55,0.624
0.531,0.631
0.537,0.633
0.542,0.621
0.548,0.595
0.544,0.633
0.552,0.643
0.547,0.616
0.546,0.586
0.586,0.604
0.58,0.628
0.586,0.623
0.535,0.639
0.514,0.59
0.59,0.597
0.561,0.623
0.574,0.567
0.558,0.565
0.549,0.571
0.58,0.605
0.564,0.562
0.51,0.587
0.587,0.624
0.591,0.614
0.512,0.638
0.533,0.583
0.517,0.624
0.579,0.566
0.52,0.586
0.538,0.629
0.521,0.59
0.521,0.588
0.522,0.563
0.521,0.626
0.561,0.634
0.52,0.598
0.548,0.636
0.541,0.612
0.521,0.562
0.529,0.564
0.511,0.644
0.532,0.574
0.562,0.6
0.557,0.573
0.581,0.643
0.561,0.634
0.512,0.602
