-2.19,3.91,-5.66,-4.51,1.38,-3.07,9.08
-1.9,4.2,-4.86,-5.75,7.9,-9.35,-2.42
-2.08,3.94,-4,-4.87,-1.95,2.83,-6.02
-1.91,4.15,-5.94,-4.53,-2.42,5.18,2.92
-2.07,4.04,-4.72,-4.22,-6.62,5.88,-7.61
-1.88,3.8,-4.87,-3.51,-3.91,-5.2,5.87
-1.92,3.87,-7.92,-6.42,2.46,-3.52,-9.35
-2.12,4.17,-6.22,-5.42,-7.04,-4.96,-5.23
-2.08,3.86,-4.66,-6.11,3.71,-0.849,-5.23
-2.11,3.89,-4.11,-3.69,3.83,-2.22,-7.2
-1.95,3.93,-4.01,-5.12,-6.5,-2.28,-0.608
-1.84,3.86,-4.47,-5.8,3.09,-6.33,-2.76
-1.8,3.88,-6.49,-3.8,-7.23,4.83,-8.92
-1.95,3.78,-5.37,-5.09,-1.27,4.71,1.58
-2.09,3.93,-3.51,-3.58,7.97,1.91,0.772
-2.02,4.03,-4.96,-7.35,-9.94,9.08,4.7
-2.03,3.71,-5.02,-4.09,-4.73,2.46,-2.55
-1.79,4.04,-4.81,-4.6,6.11,0.462,4.4
-1.89,3.76,-5.76,-7.19,7.16,0.858,8.43
-1.93,4.03,-3.22,-3.72,1.37,-2.03,-1.95
-2.18,3.8,-4.86,-5,2.12,6.99,6.87
-2.08,3.96,-3.12,-4.25,-2.61,2.9,-4.7
-2.09,3.86,-3.18,-6.73,-0.605,7.85,-0.468
-1.98,3.86,-4.23,-5.24,7.05,6.17,5.94
-2.17,3.73,-6.24,-5.84,-3.11,-7.83,-2.89
-1.99,3.83,-4.23,-4.24,6.23,-6.86,-5.37
-1.85,3.86,-6.21,-4.44,-6.66,-0.784,2.94
-1.91,3.84,-5.41,-6.04,-9.18,0.475,-1.41
-1.9,3.82,-4.83,-5.57,-2.7,-7.49,2.84
-2.07,3.74,-4.62,-3.58,4.75,5.16,7.98
-2.07,3.66,-4.52,-4.71,-8.95,2.03,-7.59
-1.99,3.94,-5.02,-3.92,4.72,8.45,-4.31
-2.03,4.04,-5.53,-6,-6.94,6.91,0.347
-1.9,3.81,-3.93,-6.35,5.32,-3.57,3.01
-1.96,3.95,-4.22,-4.93,-8.8,-4.86,-0.985
-1.98,3.69,-4.93,-6.18,0.876,0.163,1.46
-2.01,3.53,-4.63,-4.51,-2.96,-5.66,3.52
-1.76,3.57,-4.69,-5.3,-1.01,0.662,0.251
-1.93,3.61,-4.37,-5.6,-8.88,-1.31,1.36
-1.92,3.85,-3.77,-3.68,-3.64,9.62,3.48
-1.93,3.77,-5.02,-4.07,1.67,3.01,-7.56
-2.04,3.75,-5.19,-5.34,9.64,0.0916,3.83
-1.93,3.66,-5.94,-4.98,6.35,-2.27,-6.25
-1.95,3.74,-5.85,-6.8,-3.96,1.26,-5.34
-2.02,3.76,-4.7,-4.29,-8.75,-1.36,-0.528
-1.94,3.67,-5.62,-6.08,-6.15,-3.04,-3.78
-2.04,3.59,-4.22,-5.21,1.5,2.86,4.58
-1.74,3.82,-4.63,-3.19,-6.35,-1.22,7.07
-1.91,3.85,-6.49,-6.34,4.42,-0.788,-7.37
-1.93,3.72,-4.47,-6.09,7.88,-8.66,4.55
-1.8,3.66,-5.61,-5.39,9.1,5.89,7.64
-1.97,3.6,-4.91,-4.87,0.931,5.23,7.92
-1.78,3.66,-5.87,-5.65,8.75,0.00272,-2.04
-2.13,3.77,-2.39,-3.61,7.4,-0.312,3.62
-2.05,3.65,-5.56,-4.08,8.72,-7.09,7.15
-1.84,3.69,-6.66,-5.98,5.04,8.78,-0.17
-1.88,3.65,-3.27,-4.58,-7.5,7.29,-6.66
-1.92,3.53,-2.99,-3.93,-2.18,4.93,-6.08
-2.01,3.67,-7.63,-5.35,-0.619,-9.17,-3.65
-1.92,3.51,-4.26,-4.85,0.0996,8.53,-8.38
-1.87,3.5,-4.86,-6.4,-4,4.51,-1.2
-1.94,3.54,-6.61,-6.63,3.81,-8.01,-7.25
-1.9,3.58,-4.79,-5.5,9.1,-9.36,4.11
-1.93,3.39,-5.35,-4.44,8.68,-3.5,-4.38
-1.89,3.67,-4.72,-4.45,0.924,3.86,5.46
-1.87,3.63,-6.01,-4.68,-5.94,4.35,9.34
-1.78,3.55,-5.7,-4.63,4.48,-0.925,7.08
-1.95,3.69,-5.86,-3.83,7.63,-4.84,7.64
-1.87,3.5,-4.06,-5.92,-8.3,6.82,7.58
-1.82,3.58,-5.45,-5.41,9.33,-0.384,-7.3
-2.02,3.6,-5.78,-5.19,-2.45,2.67,-6.2
-2.01,3.43,-2.77,-4.23,7.32,9.79,-9.09
-2.01,3.39,-1.94,-5.3,-3.26,-6.91,-7.1
-1.73,3.64,-5.48,-4.71,2.75,8.18,9.39
-1.96,3.55,-3.29,-4.86,5.87,3.43,8.7
-1.74,3.62,-5.46,-5.28,4.25,8.4,1.39
-1.95,3.3,-4.66,-5.13,8.23,2.42,-9.83
-1.85,3.36,-5.76,-7.18,5.11,-8.88,-7.46
-1.83,3.5,-4.75,-3.82,1.18,-6.66,2.77
-1.87,3.57,-5.44,-3.78,0.158,-7.86,6.29
-2.05,3.51,-2.66,-4.57,-1.4,-9.07,-0.163
-1.7,3.3,-4.91,-4.39,-0.552,8.53,-9.47
-1.93,3.36,-4.79,-6.25,-1.98,-1.66,7.38
-1.87,3.4,-5.18,-4.48,7.44,9.42,0.568
-1.86,3.46,-5.34,-5.92,-4.99,5.85,9.94
-2.08,3.39,-6.23,-4.51,5.18,6.28,-4.52
-1.87,3.42,-4.59,-3.5,-5.63,4.37,-9.75
-1.93,3.27,-6.48,-4.95,7.6,-5.36,8.47
-2.01,3.23,-4.6,-5.57,0.0614,0.0359,5
-1.85,3.64,-6.75,-4.87,-5.13,-1.65,4.92
-1.78,3.53,-3.39,-4.98,-1.17,-9.64,6.24
-1.69,3.49,-4.24,-3.15,4.63,0.728,5.64
