-1.86,3.96,-6.39,-2.73
-2.13,4.13,-5.8,-4.15
-2.08,4.03,-5.51,-4.13
-1.98,3.93,-4.72,-5.59
-1.93,3.87,-6.7,-4.48
-2.12,3.97,-5.25,-4.29
-1.96,4.01,-1.97,-4.45
-1.84,4.02,-6.44,-6.1
-1.96,4.08,-4.75,-3.57
-2.19,4.08,-2.48,-5.87
-2.15,3.97,-5.61,-5.24
-1.8,3.94,-4.66,-5
-2.13,3.96,-5.76,-4.17
-1.91,4.05,-4.13,-2.8
-2,3.96,-4.04,-4.6
-1.93,3.85,-4.96,-5.48
-2.02,4.07,-4.76,-4.34
-2.16,4.04,-4.58,-4.55
-2,4.1,-4.72,-3.21
-1.9,3.79,-5.44,-4.08
-2.04,3.95,-5.76,-5.57
-2.06,4,-3.74,-6.4
-2,3.94,-4.13,-4.72
-2.09,3.94,-4.08,-6.17
-1.88,3.98,-5.7,-5.49
-1.97,4.14,-5.5,-3
-2.12,4.1,-5.12,-2.86
-1.97,3.84,-5.22,-4.68
-2.05,3.85,-3.32,-6.5
-1.99,3.91,-5.06,-4.8
-1.96,4.09,-3.12,-4.41
-1.96,4.15,-6.58,-4.15
-2.02,3.84,-3.15,-6.53
-1.94,3.84,-6.61,-6.18
-1.95,3.97,-4.07,-3.03
-1.94,3.86,-3.48,-5.97
-2.11,3.99,-4.83,-6.18
-1.83,3.73,-5.96,-4.74
-1.99,3.79,-5.15,-4.57
-2.02,3.9,-4.61,-5.57
-2.02,3.91,-6.47,-4.58
-1.82,3.8,-4.96,-5.01
-2.07,4.01,-6.14,-5.38
-2,3.89,-3.98,-3.7
-1.94,3.89,-4.84,-3.75
-1.86,3.93,-5.13,-4.61
-1.98,4.07,-5.13,-5.5
-1.96,3.94,-4.18,-3.66
-1.97,3.8,-4.91,-7.05
-2.06,3.83,-3.83,-4.62
-1.87,3.78,-5.28,-5.73
-1.9,3.72,-5.37,-4.62
-1.89,4.04,-4.49,-5.34
-1.79,3.95,-2.75,-4.71
-1.86,3.81,-5.49,-2.89
-2.05,3.88,-6.08,-3.52
-1.84,3.98,-6.34,-5.22
-1.82,3.83,-4.82,-2.88
-1.92,3.86,-6.39,-3.49
-1.96,3.84,-4.95,-6.06
-1.95,3.81,-3.93,-3.63
-2,3.77,-3.72,-4.44
-1.84,3.72,-4.11,-4.76
-1.99,3.89,-3.73,-4.49
-1.96,3.85,-7.44,-3.52
-1.74,3.98,-4.14,-3.44
-1.92,3.98,-4.9,-5.31
-1.92,3.67,-5.78,-3.92
-2.09,3.94,-3.97,-4.43
-2.02,3.91,-4.49,-5.12
-1.97,3.9,-4.96,-3.91
-2.05,3.82,-4.76,-4.28
-2.08,3.91,-4.56,-5.13
-1.79,3.84,-3.76,-3.73
-2,3.87,-5.14,-4.81
-1.98,3.92,-6.02,-6.26
-1.89,3.85,-4.09,-5.47
-1.98,3.74,-7.13,-4.98
-1.96,3.98,-3.57,-6.56
-1.99,3.77,-4.78,-5.62
-1.98,3.74,-5.93,-4.32
-2.04,3.83,-4.88,-4.82
-1.98,3.69,-5.35,-5.54
-1.91,3.82,-6.32,-6.14
-1.86,3.85,-4.51,-4.6
-1.97,3.95,-5.45,-5.17
-1.93,3.85,-6.86,-4.22
-1.97,3.78,-4.72,-4.17
-1.95,3.99,-6.35,-4.76
-1.88,3.76,-4.37,-3.27
-1.96,3.96,-6.43,-4.37
-1.98,3.87,-4.12,-3.54
-1.81,3.71,-5.19,-4.67
-1.88,3.76,-5.48,-4.11
-2,3.78,-4.91,-5.47
-1.91,3.65,-6.1,-5.98
-2.01,3.89,-5.15,-4.77
-1.98,3.71,-4.39,-5.77
-1.91,3.93,-5.27,-5.19
-1.92,3.78,-5.43,-5.25
-1.87,3.73,-5.53,-6.1
-1.94,3.71,-4.01,-4.35
-1.97,3.76,-5.35,-7.75
-2.01,3.78,-6.54,-4.23
-2,3.69,-6.11,-5.41
-1.94,3.72,-5.85,-3.7
-1.83,3.87,-5.35,-4.89
-1.92,3.77,-4.57,-7.28
-2,3.78,-4.03,-5.51
-1.89,3.73,-4.1,-6.46
-1.93,3.81,-3.01,-6.61
-2.08,3.59,-4.09,-5.55
-1.82,3.75,-7.14,-5.11
-1.74,3.87,-5.6,-6.18
-1.87,3.89,-5.23,-5.11
-1.98,3.81,-5.05,-2.39
-1.97,3.75,-3.77,-5.57
-1.91,3.67,-4.69,-3.53
-1.89,3.87,-3.08,-5.36
-1.92,3.57,-4.34,-4.94
-1.9,3.76,-5.69,-3.87
-2.07,3.66,-5.47,-4.32
-2.18,3.65,-4.49,-4.82
-1.93,3.79,-5.49,-4.47
-1.96,3.52,-5.3,-5.24
-1.85,3.76,-3.75,-5.24
-1.92,3.75,-6.25,-5.15
-2.06,3.68,-4.37,-5.26
-1.97,3.55,-5.2,-4.05
-1.88,3.92,-6.97,-5.25
-1.88,3.8,-5.35,-5.04
-2.07,3.74,-4.08,-4.41
-2.11,3.57,-4.51,-3.96
-1.98,3.79,-4.19,-7.07
-1.97,3.75,-4.52,-3.67
-1.98,3.7,-5.1,-4.76
-1.98,3.67,-5.21,-4.9
-1.86,3.74,-6.18,-3.49
-2,3.67,-6.61,-3.39
-1.94,3.78,-4.27,-5.14
-1.83,3.56,-2.49,-2.98
-2.08,3.71,-6.38,-6.03
-1.69,3.67,-3.62,-4.9
-1.96,3.82,-4.55,-2.45
-1.94,3.79,-4.66,-4.39
-1.8,3.8,-5.37,-3.73
-2,3.8,-4.79,-6.52
-1.92,3.6,-5.56,-6.88
-1.85,3.65,-4.1,-7.03
-1.82,3.74,-5.24,-5.28
-1.91,3.56,-6.49,-6.34
-1.8,3.66,-3.84,-4.13
-1.97,3.56,-4.87,-5.08
-1.83,3.63,-4.4,-4.07
-1.83,3.45,-4.63,-3.75
-2.09,3.68,-5.64,-5.13
-1.8,3.66,-4.32,-4.78
-1.85,3.83,-3.45,-3.59
-1.92,3.57,-4.15,-7.25
-1.98,3.78,-5.25,-5.75
-1.92,3.76,-3.37,-6.6
-1.99,3.79,-5.14,-4.93
-1.77,3.79,-5.61,-4.6
-1.84,3.59,-4.68,-5.07
-1.89,3.71,-6.3,-4.55
-2.05,3.62,-3.64,-5.99
-1.96,3.85,-5.72,-5.72
-1.96,3.7,-3.62,-3.25
-2.02,3.72,-6.18,-6.35
-1.79,3.79,-5.51,-5.22
-1.81,3.63,-5.32,-5.87
-2.01,3.9,-4.74,-4.39
-1.96,3.61,-4.55,-2.68
-1.86,3.64,-5.74,-4.63
-1.83,3.72,-4.18,-4.01
-1.91,3.65,-6.72,-4.23
-1.86,3.6,-3.41,-5.65
-1.94,3.59,-4.22,-4.94
-2.05,3.56,-4.53,-2.71
-1.87,3.61,-4.21,-5.42
-1.84,3.65,-6.74,-4.68
-1.81,3.7,-5.38,-4.8
-1.79,3.68,-5.68,-4.51
-1.83,3.5,-7.25,-2.99
-1.78,3.4,-4.72,-5.26
-1.96,3.52,-4.17,-6.35
-1.87,3.44,-5.07,-4.13
-2.16,3.59,-5.28,-4.96
-1.84,3.74,-3.78,-4.83
-1.89,3.63,-6.44,-4.61
-1.9,3.63,-4.1,-3.53
-1.83,3.57,-4.92,-6.12
-2.09,3.7,-3.86,-3.48
-1.93,3.79,-3.49,-6.73
-1.79,3.52,-4.87,-5.02
-1.83,3.67,-4.76,-5.94
-1.85,3.6,-6.06,-6.75
-2.09,3.71,-5.68,-4.89
-1.79,3.61,-4.79,-4.57
-1.69,3.5,-4.19,-4.78
-1.97,3.76,-5.4,-6.15
-1.9,3.64,-4.98,-4.2
-1.88,3.48,-4.34,-4.51
-2,3.63,-5.23,-4.14
-1.83,3.63,-4.52,-5.93
-2.02,3.51,-6.46,-5.47
-1.84,3.49,-3.48,-4.31
-1.8,3.6,-4.76,-5.58
-1.9,3.56,-5.86,-7.36
-1.93,3.45,-4.46,-5.18
-1.91,3.61,-5.56,-5.61
-1.72,3.51,-6.67,-4.92
-1.76,3.4,-7.81,-3.61
-2.03,3.49,-5.28,-5.24
-1.84,3.74,-5.93,-4.91
-1.96,3.41,-5.46,-6.47
-1.88,3.5,-5.03,-3.64
-1.87,3.6,-5.65,-2.64
-1.72,3.52,-6.33,-4.81
-1.74,3.55,-5.37,-5.2
-1.9,3.55,-5.22,-3.3
-1.87,3.53,-4.13,-6.29
