0.454,0.515
0.455,0.514
0.448,0.518
0.436,0.521
0.464,0.526
0.446,0.524
0.453,0.53
0.454,0.531
0.469,0.527
0.44,0.546
0.461,0.536
0.429,0.547
0.454,0.545
0.437,0.528
0.442,0.546
0.43,0.514
0.449,0.519
0.436,0.541
0.436,0.528
0.435,0.534
0.443,0.531
0.442,0.518
0.437,0.534
0.432,0.541
0.422,0.527
0.444,0.522
0.437,0.512
0.433,0.515
0.443,0.528
0.438,0.528
0.43,0.516
0.405,0.519
0.42,0.518
0.425,0.513
0.417,0.506
0.428,0.496
0.451,0.511
0.415,0.495
0.449,0.52
0.447,0.504
0.429,0.493
0.431,0.505
0.44,0.502
0.43,0.52
0.44,0.499
0.448,0.49
0.439,0.496
0.454,0.485
0.456,0.498
0.45,0.509
0.448,0.491
0.452,0.52
0.455,0.517
0.463,0.508
0.452,0.517
0.447,0.521
0.466,0.506
0.465,0.513
0.453,0.523
0.454,0.518
0.452,0.514
0.576,0.515
0.574,0.513
0.574,0.531
0.585,0.508
0.579,0.551
0.582,0.549
0.588,0.552
0.569,0.572
0.571,0.561
0.569,0.581
0.554,0.564
0.544,0.568
0.547,0.563
0.556,0.594
0.554,0.607
0.551,0.602
0.542,0.606
0.551,0.604
0.548,0.609
0.517,0.648
0.544,0.615
0.516,0.636
0.507,0.644
0.502,0.636
0.511,0.645
0.511,0.631
0.495,0.659
0.475,0.645
0.482,0.65
0.478,0.65
0.472,0.647
0.461,0.621
0.462,0.642
0.446,0.645
0.443,0.667
0.433,0.654
0.447,0.666
0.43,0.655
0.42,0.651
0.424,0.651
0.424,0.644
0.405,0.642
0.401,0.638
0.393,0.645
0.403,0.641
0.391,0.626
0.36,0.624
0.374,0.614
0.379,0.616
0.361,0.619
0.368,0.627
0.346,0.621
0.338,0.615
0.356,0.609
0.352,0.592
0.338,0.605
0.336,0.584
0.339,0.588
0.315,0.594
0.319,0.584
0.323,0.582
0.301,0.566
0.326,0.555
0.326,0.554
0.307,0.547
0.324,0.532
0.304,0.552
0.332,0.525
0.307,0.52
0.323,0.54
0.317,0.53
0.309,0.502
0.308,0.5
0.309,0.497
0.31,0.495
0.297,0.463
0.323,0.45
0.331,0.464
0.319,0.476
0.335,0.459
0.337,0.463
0.33,0.463
0.335,0.449
0.344,0.434
0.343,0.43
0.343,0.442
0.351,0.413
0.353,0.42
0.349,0.427
0.363,0.415
0.361,0.401
0.373,0.405
0.386,0.395
0.379,0.399
0.409,0.41
0.387,0.42
0.393,0.398
0.408,0.425
0.394,0.415
0.428,0.404
0.442,0.385
0.421,0.397
0.423,0.402
0.457,0.397
0.447,0.391
0.452,0.397
0.457,0.377
0.469,0.394
0.482,0.385
0.488,0.398
0.475,0.407
0.472,0.39
0.488,0.389
0.494,0.397
0.493,0.411
0.505,0.408
0.521,0.42
0.513,0.406
0.522,0.414
0.537,0.409
0.545,0.417
0.532,0.422
0.561,0.443
0.538,0.445
0.553,0.44
0.561,0.448
0.549,0.456
0.564,0.448
0.56,0.456
0.555,0.477
0.553,0.466
0.573,0.48
0.592,0.481
0.559,0.492
0.579,0.487
0.567,0.507
0.577,0.517
0.598,0.507
0.595,0.512
0.782,0.514
0.779,0.52
0.787,0.579
0.788,0.578
0.77,0.59
0.745,0.613
0.762,0.643
0.751,0.67
0.73,0.677
0.706,0.712
0.711,0.72
0.69,0.746
0.691,0.746
0.659,0.778
0.644,0.761
0.621,0.789
0.605,0.807
0.608,0.808
0.573,0.807
0.56,0.825
0.554,0.828
0.527,0.843
0.505,0.863
0.457,0.849
0.469,0.86
0.424,0.86
0.415,0.843
0.4,0.844
0.357,0.846
0.349,0.827
0.307,0.833
0.302,0.822
0.283,0.814
0.282,0.798
0.248,0.783
0.226,0.772
0.214,0.753
0.187,0.755
0.18,0.752
0.181,0.724
0.149,0.703
0.15,0.675
0.139,0.646
0.141,0.626
0.119,0.617
0.135,0.596
0.122,0.57
0.104,0.551
0.125,0.534
0.0968,0.518
0.12,0.485
0.111,0.47
0.123,0.478
0.119,0.448
0.129,0.414
0.124,0.384
0.148,0.359
0.169,0.369
0.151,0.325
0.183,0.305
0.196,0.301
0.195,0.278
0.212,0.265
0.235,0.264
0.261,0.24
0.263,0.23
0.298,0.223
0.297,0.209
0.336,0.206
0.356,0.194
0.355,0.17
0.396,0.191
0.391,0.179
0.421,0.171
0.451,0.19
0.472,0.202
0.493,0.182
0.503,0.163
0.531,0.199
0.555,0.193
0.602,0.206
0.583,0.234
0.599,0.223
0.625,0.247
0.634,0.267
0.663,0.268
0.675,0.276
0.697,0.306
0.7,0.3
0.736,0.357
0.72,0.365
0.749,0.346
0.744,0.393
0.744,0.409
0.754,0.418
0.776,0.459
0.766,0.488
0.787,0.501
0.776,0.525
