-2.06,4.01,-5.26,-2.84,5.94,5.72,-8.61
-1.96,3.47,-7.63,-6.73,4.72,-7.56,-6.4
-1.71,3.35,-4.79,-4.38,-2.82,3.83,0.0548
-1.68,2.96,-4.71,-6.05,-6.05,-1.33,-4.44
-1.56,2.51,-5.2,-4.28,-7.21,4.15,5.99
-1.44,2.03,-4.84,-2.26,5.5,3.08,9.94
-1.28,1.99,-5.97,-4.53,-0.202,-8.71,-4.26
-1.25,1.63,-3.21,-4.94,9.7,-8.84,-7.64
-1.26,1.7,-5.09,-5.83,9.14,-3.33,-7.24
-1.06,1.26,-4.39,-4.37,-2.79,-7.35,-5.54
-0.961,0.911,-3.85,-4.36,-9.8,-9.55,-1.55
-0.923,0.819,-5.96,-5.36,8.52,4.6,-9.16
-0.861,0.815,-5.86,-6.04,8.64,8.68,-7.16
-0.735,0.57,-4.25,-4.54,9.54,-4.1,5.86
-0.694,0.343,-4.59,-4.69,1.75,-2,-6.32
-0.538,0.102,-5.61,-4.56,4.5,-3.78,-0.0149
-0.289,0.229,-5.16,-5.17,-7.54,8,1.23
-0.242,0.108,-2.68,-5.17,-9.05,0.984,-5.47
-0.22,0.0763,-6,-6.59,7.86,-6.71,7.5
-0.0156,-0.205,-5.97,-5.04,-7.55,-7.56,7.07
-0.0652,-0.0237,-5.2,-5.32,9.72,-1.06,-8.93
0.0137,-0.00203,-4.66,-4.27,-3.19,-1.67,6.18
0.143,0.145,-5.37,-5.12,5.5,6.6,1.32
0.344,0.0317,-3.14,-4.56,-0.704,-6.16,2.18
0.374,0.0548,-5.64,-3.46,-4.6,-9.69,-3.81
0.494,0.137,-5.75,-2.62,-2.18,-0.197,-2.26
0.588,0.589,-4.94,-4.53,-3.65,-0.642,0.395
0.821,0.473,-4.85,-5.23,6.12,-2.33,-2.49
0.822,0.697,-4.04,-4.25,-3.78,-8.84,6.66
1.11,0.857,-5.4,-4.81,-7.87,-5.03,1.24
0.975,1.08,-3.46,-4.42,-3.47,1.02,6.38
1.09,1.25,-4.09,-5.19,-1.53,-1.02,-9.65
1.32,1.43,-5.34,-4.24,-9.78,2.95,0.613
1.42,1.6,-5.28,-5.2,4.96,-0.618,3.96
1.48,1.94,-5.66,-5.87,-0.819,7.07,8.75
1.65,2.32,-6.45,-5.97,2.43,5.34,-7.52
1.51,2.78,-6,-5.32,-8.57,7.09,-3.7
1.56,2.71,-6.35,-4.79,7.87,7.03,-7.61
1.85,3.3,-5.4,-4.94,-7.11,-0.607,-6.59
1.84,3.64,-5.47,-4.92,-6.87,-5.86,4.65
2.02,3.83,-5.04,-4.73,5.44,-2.58,0.555
-2.08,4.18,4.68,6.49,-3.01,2.24,-9.54
-1.84,3.51,6.1,5.03,-6.19,-3.34,2.93
-1.8,3.21,4.54,4.04,2.11,3.94,7.78
-1.94,2.9,6.73,4.02,9.29,-4.66,6.61
-1.64,2.73,3.74,4.12,9.31,-2.05,-6.68
-1.54,2.21,4.24,5.3,0.563,-5.64,6.4
-1.47,2.05,4.57,4.11,-8.74,9.84,3.91
-1.3,1.77,3.8,4.46,-6.99,-9.18,-9.52
-1.21,1.49,6.03,4.01,9.69,7.97,-0.27
-1.02,1.34,2.18,3.19,-1.32,2.34,-6.79
-1.04,0.821,5.36,4.88,-5.85,-4.55,-1.02
-1.05,0.677,3.29,4.3,9.09,0.0656,-2.95
-0.705,0.502,5.3,3.15,-6.16,-2.71,6.96
-0.714,0.449,5.83,5.46,0.928,6.75,-0.76
-0.613,0.176,3.94,4.96,6.05,-2.03,8.28
-0.621,0.287,6.08,6.47,0.463,-2.96,-2.66
-0.448,0.177,4.01,3.89,2.52,5.91,1.39
-0.138,0.145,5.31,4.28,2.87,1.32,9.22
-0.307,0.294,5.32,5.98,-3.73,5.41,-7.94
-0.225,0.0996,4.86,3.81,-6.6,8.26,-4.85
0.135,-0.0894,3.66,4.39,4.35,-8.32,-9.02
0.0216,-0.0681,5.3,5.72,-3.74,3.18,-7.05
0.238,0.0349,5.76,6.12,-7.57,-3.99,5.87
0.312,0.104,6.77,5.32,6.22,1.31,-3.93
0.465,0.0972,6.31,3.24,4.18,-4.52,-6.65
0.733,0.276,3.92,4.87,2.73,9.61,-2.3
0.743,0.267,3.79,4.24,-3.17,9.91,7.88
0.491,0.489,2.53,2.86,2.75,3.58,4.22
0.86,0.58,6.85,3.22,-5.57,-7.95,3.38
0.883,0.879,4.65,5.67,6.32,4.02,2.24
0.995,0.939,4.95,5.09,-7.56,1.66,-2.93
1.03,1.15,4.55,6.74,2.23,1.91,0.383
1.1,1.46,7.32,4.68,-1.95,1.31,8.79
1.24,1.79,4.49,3.76,0.0739,6.2,3.16
1.28,1.76,5.43,6.17,9.65,-4.65,-8.96
1.53,2.49,6.08,2.81,-0.842,-7.85,-2.16
1.68,2.61,5.02,5.41,-2.15,7.67,-5.29
1.58,2.85,6.49,5.17,0.709,-3.85,-5.77
1.72,3.33,4.94,5.83,-9.02,5.58,1.64
1.92,3.67,4.41,4.83,8.24,-4.73,-3.62
1.92,4.13,5.95,4.6,9.06,6.5,5.87
-0.000176,2.42,6.97,5.87,8.12,8.55,-8.6
-0.00778,2.91,3.87,5.22,5.49,4.58,-5.58
0.247,3.57,4.76,5.29,-1.84,9.54,1.42
0.457,3.99,5.3,4.53,-1,-8.82,1.82
0.607,4.38,6.12,4.63,9.52,-9.57,7.63
0.487,4.93,7.18,6.96,0.897,0.614,9.4
0.594,5.24,6.13,4.68,7.36,-0.653,7.92
0.7,5.53,4.3,4.17,-6.43,5.2,-0.299
0.66,6.06,4.19,3.94,-2.1,0.111,5.59
0.893,6.25,3.48,5.53,8.32,-7.22,7.36
0.975,6.59,6.66,4.04,-0.329,-6.82,9.39
1.16,6.95,3.5,4.48,2.72,3.83,2.83
1.23,7.3,3.81,6.77,-2.31,-2.84,0.592
1.25,7.33,3.83,5.59,-7.34,1.64,-6.05
1.54,7.43,5.09,3.69,-3.83,2.16,2.32
1.51,7.6,6.53,6.12,9.44,-7.96,9.39
1.75,7.7,5.65,3.6,-3.06,1.61,-5.51
1.74,7.97,4.28,6.43,-5.47,-6.33,-1.19
1.75,8,6.05,4.25,-6.23,0.0333,-9.29
1.94,8,4.26,3.91,4.15,3.02,7.73
1.98,7.94,3.62,4.93,-3.51,2.69,7.13
2.25,8.02,5.41,5.12,-0.627,-0.629,4.44
2.33,7.91,3.54,6.53,10,-1.13,-8.98
2.39,7.87,4.08,3.04,-9.54,8.63,9.2
2.38,7.74,5.48,5,-9.14,6.62,-6.28
2.38,7.51,5.67,5.67,9.83,3.52,-8.8
2.67,7.49,5.46,5.12,5.6,-3.98,-7.92
2.87,7.09,5.18,4.35,-3.35,4.89,5.41
2.65,7.14,4.7,4.84,-5.92,-8.12,-4.26
2.94,6.98,4.91,3.67,6.04,3.26,1.9
3.13,6.8,2.96,5.43,8.39,4.02,3.11
3.09,6.39,4.42,5.16,-6.44,-6.65,1.69
3.4,5.78,4.67,6.22,-3.03,-5.4,-0.098
3.3,5.86,4.36,4.87,-2.03,-9.29,6.58
3.42,5.28,4.92,4.27,-1.03,-6.4,-5.03
3.5,4.92,4.63,3.91,-6.45,-8.01,-7.94
3.72,4.26,4.14,5.34,7.41,0.508,1.77
3.75,3.98,5.7,6.3,-9.99,-0.102,-6.03
3.91,3.44,3.51,4.91,4.7,2.73,8.61
3.88,3.01,6.11,5.24,6.52,-5.25,9.2
4.09,2.23,3.77,4.8,1.31,-6.16,8.56
0.0112,2.56,-4.53,-3.88,2.22,5.12,5.28
0.16,2.84,-6.22,-6.42,1.6,1.79,-5.85
0.0717,3.36,-5.01,-4.64,-3.71,8.98,9.76
0.464,4.09,-4.84,-4.05,-5.29,-4.52,-0.383
0.476,4.5,-5.69,-4.55,9.01,4.76,1.13
0.503,4.88,-4.61,-5.69,0.0484,5.92,-4.96
0.632,5.23,-6.69,-4.58,8.79,-3.39,-2.81
0.81,5.58,-5.6,-5.03,-8.45,8.9,-1.14
0.744,5.97,-3.95,-4.79,8.67,8.85,9.37
0.901,6.23,-7.52,-4.74,8.51,8.48,-5.94
1.03,6.68,-6.64,-4.6,-0.478,-1.25,-8.87
1.04,6.97,-6.61,-4.92,4.41,7.02,-7.08
1.18,7.14,-4.94,-6.19,8.94,-5.69,-2.27
1.52,7.26,-7.13,-3.94,-2.31,-8.38,-3.66
1.35,7.61,-6.35,-5.38,2.04,6.41,-4.01
1.5,7.71,-4.78,-6.08,7.9,4.61,-4.67
1.5,7.77,-4,-4.82,1.49,-3.74,3.51
1.61,8.05,-5.58,-3.36,0.574,-8.85,4.49
1.68,7.96,-2.46,-5.63,4.08,1.18,0.938
1.89,7.97,-5.34,-3.86,3.35,-4.12,3.79
1.93,8,-6.48,-5.52,-0.168,-2.69,4.48
2.06,8.05,-5.93,-3.96,-1.44,-8.08,-0.342
2.25,7.89,-4.13,-6.68,9.56,-1.14,0.875
2.28,8.01,-5.64,-7.1,1.47,9.37,7.96
2.36,7.89,-5.45,-4.92,-8.46,6.33,8.86
2.5,7.66,-4.97,-6.66,4.9,9.61,-9.14
2.63,7.48,-6.41,-4.16,-3.41,-8.68,2.68
2.59,7.36,-6.23,-5.56,2.25,-9.96,-9.79
2.9,7.13,-5.4,-5.78,0.399,-5.72,-6.26
2.82,6.9,-4.35,-5.22,-6.39,0.728,-8.8
3.1,6.64,-4.48,-5.19,-1.58,-2.77,5.89
3.16,6.17,-4.9,-2.86,-1.74,-4.23,8.65
3.09,6.07,-6.15,-4.94,5.16,8.16,-1.4
3.36,5.73,-3.41,-5.1,-3.09,6.84,6.78
3.41,5.5,-5.69,-6.09,-5.61,-3.01,-5.95
3.4,5.02,-3.31,-5.9,1.52,9.85,-3.36
3.59,4.52,-5.56,-3.36,-2.77,5.35,-3.12
3.74,3.82,-4.27,-4.18,-7.43,7.79,5.09
3.82,3.42,-5.52,-4.31,4.8,7.53,-2.52
4.06,3.02,-5.31,-4.82,-5.74,-9.01,-4.78
3.9,2.35,-3.91,-3.3,6.67,7.39,-3.69
