-1.99,3.95,-3.72,-3.21,-8.03,7.95,-3.79,-7.69
-1.94,4.08,-6.12,-3.95,5.23,2.72,4.7,-1.52
-2,3.9,-5.56,-6.67,6.34,-2.22,5.47,-8.23
-2.02,4.02,-5.28,-6.94,-3.67,-2.1,-1.16,-0.57
-1.87,3.75,-5.66,-4.09,1.77,-6.45,8.02,-3.38
-1.78,3.87,-6.85,-4.17,4.46,-6.41,-3.5,-8.69
-2.01,3.7,-3.9,-4.4,-1.52,-3.36,3.78,-0.0377
-1.68,3.76,-5.59,-5.6,-7.84,-5.3,8.16,2.26
-1.9,3.82,-4.19,-3.43,-0.316,-1.46,-2.48,5.44
-1.84,3.72,-5.61,-6.12,-3.35,5.61,0.311,3.18
-2.05,3.79,-4.9,-6.04,-3.96,-1.67,5.65,-5.13
-1.88,3.77,-4.5,-5.7,-4.42,1.16,-9.22,-8.16
-1.88,3.46,-5.08,-4.1,-6.41,2.97,8.45,-3.92
-1.85,3.65,-5.17,-5.08,-5.33,2.51,-4.56,8.17
-1.73,3.48,-6.58,-4.7,-1.19,-6.52,9.66,-9.23
-2.08,3.58,-5.46,-5.8,-4.09,-8.83,-1.09,5.5
-1.94,3.61,-5.59,-3.55,7.1,-2.31,3.78,7.86
-1.91,3.48,-6.79,-6.45,9.57,-2.56,9.04,1.96
-1.9,3.4,-4.22,-5.97,-2.32,-2.24,-1.86,1.53
-1.87,3.44,-5.55,-5.44,1.29,7.04,0.209,-3.43
-1.95,3.38,-6.05,-7.44,0.647,-8.57,0.384,8.65
-1.93,3.42,-4.97,-3.98,-5.55,8.47,-6.74,6.34
-1.85,3.38,-4.76,-4.92,-5.38,-9.44,-9.64,-6.55
-1.72,3.16,-5.16,-3.22,-4.37,-9.73,-2.69,6.19
-1.92,3.22,-4.33,-5.39,-0.883,0.295,-2.16,6.38
-1.94,3.12,-6.7,-4.75,-3.79,-4.47,9.92,6.14
-1.79,3.15,-4.83,-4.93,-5.31,6.65,-4.46,-9.84
-1.8,3.03,-7.1,-6.26,-9.61,-5.5,-1.01,-3.24
-1.74,3.11,-4.51,-4.66,5.21,4.4,3.34,-9.91
-1.7,3,-5.06,-4.03,-8.04,4.12,-6.06,-6.8
-1.78,3.13,-3.48,-4.51,1.76,8.55,8,6.32
-1.6,3.18,-5.58,-4.86,-9.28,-3.56,4.86,9.37
-1.94,3.17,-4.02,-7.49,-5.99,7.49,2.86,1.95
-1.69,2.95,-4.62,-4.23,5.8,1.72,-9.33,3.18
-1.61,2.92,-4.26,-4.63,9.67,-7.34,3.66,5.33
-1.69,2.94,-5.44,-5.55,9.66,-2.62,-8.15,7.47
-1.79,2.91,-4.19,-3.51,6.27,1.92,3.18,-1.2
-1.63,2.85,-3.81,-4.45,-1.58,9.77,7.87,-9.6
-1.62,2.82,-4.97,-4.21,1.16,-6.33,-6.39,-2.83
-1.59,2.85,-5.19,-6.02,0.587,0.595,-5.3,3.12
-1.58,2.87,-4.34,-4.9,9.8,8.11,8.21,-9.88
-1.75,2.7,-5.8,-5.33,-5.06,-1.38,6.91,-9.4
-1.52,2.77,-2.49,-4.42,6.95,-5.26,-3.97,0.822
-1.75,2.73,-5.83,-5.5,7.29,-8.89,1.51,-2.87
-1.66,2.74,-5.42,-5.52,-3.26,8.05,-0.467,-8.9
-1.61,2.58,-4.59,-6.77,9.54,1.89,3.77,3.8
-1.68,2.71,-3.31,-3.78,7.02,7.23,-9.65,-2.31
-1.43,2.6,-3.54,-5.14,-7.49,-9.17,1.89,-9.72
-1.64,2.56,-3.74,-6.58,-1.39,-7.35,-0.373,-0.444
-1.71,2.54,-3.65,-4.01,2.24,-3.08,8.46,4.85
-1.65,2.46,-4.96,-2.86,9.56,6.08,-6.94,2.48
-1.49,2.4,-5.75,-5.32,-2.25,9.92,4.48,-0.346
-1.8,2.58,-7.19,-4.91,1.7,-0.536,7.31,4.72
-1.4,2.6,-3.8,-6.47,-0.807,-1.68,6.71,8.53
-1.67,2.53,-4.91,-4.37,7.73,0.115,-0.199,-7.82
-1.61,2.44,-5.41,-7.04,-5.84,1.39,3.81,-5.53
-1.54,2.52,-5.63,-4.19,-0.163,-9.54,1.7,-2.78
-1.57,2.51,-6.09,-6.05,-9.77,-7.41,0.384,0.66
-1.66,2.36,-4.51,-4.24,7.5,7.51,-6.69,-5.74
-1.27,2.46,-4.48,-4.31,4.91,5.01,-6.92,-0.317
-1.53,2.18,-5.04,-2.98,2.07,1.84,5.06,2.88
-1.35,2.39,-5.07,-4.15,1.63,2.2,6.5,7.45
-1.47,2.38,-4.64,-5.74,-5.81,-7.33,-7.49,8.04
-1.73,2.18,-5.38,-5.63,5.98,-1.42,2.05,9.87
-1.42,2.28,-5.65,-4.31,3.99,-3.3,4.11,5.19
-1.61,2.24,-4.4,-4.83,-6.18,-2.26,-2.06,2.99
-1.38,2.28,-5.57,-4.36,-7.35,-2.97,-3.87,9.79
