-2.19,3.88,-5.96,-5.02
-1.71,3.89,-5.36,-4
-2.03,3.48,-4.95,-5.87
-1.94,3.77,-4.54,-3.84
-1.9,3.16,-5.87,-4.18
-1.89,3.12,-3.48,-4.19
-1.64,2.79,-4.75,-5.12
-1.66,2.6,-4.1,-4.13
-1.55,2.39,-7.19,-5.21
-1.3,2.16,-5.04,-5.27
-1.43,2.32,-3.84,-4.95
-1.41,1.99,-5.38,-4.43
-1.16,1.86,-4.32,-4.93
-1.17,1.64,-6.64,-3.66
-1.07,1.49,-5.19,-4.41
-1.14,1.63,-4.33,-5.86
-1.07,1.21,-6.02,-5.53
-0.984,1.23,-6.71,-4.75
-0.931,1.08,-5.01,-4.82
-0.856,0.836,-6.15,-3.2
-0.958,0.923,-5.53,-6.89
-1.05,0.773,-4.54,-5.37
-0.835,0.645,-4.95,-4.04
-0.767,0.514,-5.28,-5.29
-0.627,0.386,-5.89,-6.63
-0.67,0.477,-4.71,-3.95
-0.49,0.323,-4.04,-4.42
-0.489,0.141,-3.16,-4.63
-0.718,0.388,-5.42,-3.76
-0.549,0.0307,-4.71,-4.93
-0.459,0.189,-5.78,-3.49
-0.458,0.0685,-5.28,-4.5
-0.386,0.138,-5.87,-3.51
-0.297,0.101,-3.79,-4.76
-0.197,0.0693,-4.02,-7.9
-0.282,-0.0113,-4.33,-5.83
-0.146,-0.0748,-5.76,-3.95
0.0654,0.00595,-3.28,-4.58
0.0428,-0.11,-7.03,-4.26
0.206,0.114,-4.57,-4.86
0.0668,0.121,-6.14,-3.47
0.148,-0.0522,-3.71,-4.87
0.289,0.0741,-3.09,-4.37
0.347,0.0963,-4.61,-5.95
0.347,0.244,-4.47,-5.02
0.291,0.302,-5.3,-3.56
0.643,0.179,-4.84,-4.69
0.503,0.31,-5.89,-6.31
0.52,0.495,-3.89,-4.26
0.678,0.452,-5.45,-3.55
0.576,0.489,-4.97,-5.42
0.899,0.62,-4.6,-4.77
0.952,0.638,-4.97,-6.52
0.685,0.843,-4.69,-3.86
0.78,0.851,-2.9,-3.81
0.958,1.1,-5.75,-4.48
0.937,1.1,-4.19,-5.99
1.11,1.26,-3.39,-3.78
1.05,1.34,-5.07,-4.3
1.35,1.51,-6.19,-3.54
1.33,1.64,-5.04,-3.6
1.58,1.66,-4.79,-5.68
1.42,1.85,-3.87,-4.51
1.33,2.02,-4.34,-4.3
1.57,2.12,-6.07,-5.27
1.37,2.27,-4.1,-5.18
1.55,2.49,-4.5,-3.99
1.78,2.62,-4.66,-4.18
1.75,2.84,-4.47,-5.1
1.68,3.05,-4.95,-3.65
1.77,3.11,-4.65,-4.61
1.76,3.29,-5.85,-4.64
1.95,3.45,-5.97,-2.69
1.9,3.62,-5.27,-4.29
2,3.97,-5.54,-4.05
-1.99,3.94,4.93,4.03
-1.97,3.9,4.39,6.07
-1.73,3.71,4.92,4.7
-1.9,3.38,5.08,5.13
-1.71,3.27,2.88,5.44
-1.74,3.04,4.49,5.76
-1.68,2.87,1.41,5.62
-1.63,2.56,5.43,7.04
-1.67,2.54,6.01,4.71
