-1.99,4.04,-5.15,-4.26,-7.47,-2.63,-1.81,1.23
-2.04,4.02,-4.88,-1.93,6.23,-5.67,4.67,5.55
-1.9,3.63,-4.66,-2.71,-8.06,5.7,4.04,-5.38
-1.77,3.81,-5.89,-4.81,-5.16,1.48,-0.203,2.34
-2.03,3.49,-4.2,-5.7,7.65,3.34,2.32,5.64
-1.81,3.47,-5.5,-6.57,-0.784,8.82,3.06,7.45
-1.92,3.57,-6.32,-6.23,5.33,4.9,2.77,5.96
-1.67,3.34,-5.6,-6.49,-3.92,-3.34,7.27,9.69
-2.02,3.19,-4.81,-3.78,-7.98,3.06,-1.17,-1.51
-1.73,3.5,-5.83,-5.15,-0.325,3.12,-5.91,-1.71
-1.67,3.25,-5.42,-5.28,7.87,-8.5,8.21,0.364
-1.85,3.16,-6.28,-5.86,2.98,8.79,-0.806,9.53
-1.67,3.03,-4.19,-5,-8.2,-4.14,2.05,-8.68
-1.72,3.02,-4.57,-4.13,0.504,0.337,8.98,5.48
-1.71,3.12,-2.66,-6.6,-8.5,-4.44,2.71,7.97
-1.67,3.06,-6.7,-6.81,0.186,-2.78,7.17,-7.86
-1.8,3.07,-5.79,-4.81,4.66,4.76,-5.42,-9.53
-1.61,2.7,-3.72,-7.85,-1.75,3.02,6.09,6.77
-1.58,2.51,-3.29,-5.76,-5.78,-5.21,-7.74,9.89
-1.59,2.43,-3.56,-6.01,-3.86,-1.1,5.97,2.34
-1.48,2.62,-5.06,-4.88,0.41,-2.98,-5.32,2.88
-1.55,2.5,-4.17,-4.59,8.44,9.86,8.06,-1.36
-1.66,2.27,-6.91,-4.17,-6.09,-8.88,-7.51,1.76
-1.53,2.37,-4.44,-5.32,-0.605,1.62,7.12,-3.3
-1.74,2.41,-3.58,-5.93,7.01,-8.99,-4.03,1.86
-1.38,2.08,-2.48,-5.17,-4.9,0.544,7.54,-8.99
-1.42,2.02,-4.13,-4.69,9.98,-3.53,-2.81,-5.04
-1.5,2.16,-6.49,-5.32,6.43,3.96,2.92,8.39
-1.32,2.13,-5.84,-6.76,-5.1,8.98,-9.32,-4.25
-1.48,2.07,-3.64,-5.77,-7.46,1.31,3.84,-8.72
-1.41,1.85,-5.06,-4.64,4.67,-6.08,4.77,-5.09
-1.32,1.79,-7.19,-5.49,2.29,-1.51,-3.57,3.21
-1.27,1.87,-5.66,-4.94,2.02,-0.141,-3.04,-2.34
-1.43,1.98,-4.87,-5.16,-7.5,-4.26,5.83,7.89
-1.23,1.61,-5.1,-6.77,-1.23,7.57,1.2,4.44
-1.2,1.46,-3.84,-4.88,2.14,-8.21,8,3.15
-1.2,1.4,-5.93,-5.4,2.24,0.373,9.29,-3.6
-1.42,1.45,-5.81,-5.19,6.14,-1.7,9.2,-3.53
-1.27,1.53,-5.58,-3.9,2.09,9.37,-3.58,-9.53
-1.2,1.4,-4.75,-6.02,9.22,3.48,7.23,9.67
-1.18,1.57,-4.14,-3.88,7.49,-0.958,2.91,-3.5
-1.14,1.47,-4.23,-5.81,6.46,8.54,-5.62,9.59
-1.21,1.3,-5,-4.52,-5.61,4.56,8.81,0.43
-1.09,1.4,-5.7,-4.66,9.88,-1.55,7.55,8.5
-0.966,1.2,-4.12,-7.19,-6.39,-7.94,-0.607,-6.97
-1.08,1.25,-5.82,-5.31,-2.48,9.96,-5.44,-5.34
-0.931,1.14,-4.96,-3.93,4.49,7.68,2.58,-8.98
-1.02,1.21,-7.1,-4.96,-3.11,4.63,5.71,-3.15
-1.24,1.17,-4.99,-4.26,1.43,-1.02,-5.49,-8.84
-0.969,1,-4.03,-3.24,6.14,1.61,-9.35,7.45
-0.973,0.977,-4.58,-5.49,-3.92,6.79,-3.36,-4.8
-1.05,0.95,-5.69,-4.75,-5.41,7.49,-8.94,4.95
-0.941,0.783,-5.56,-3.7,6,3.83,-5.56,9.93
-0.887,0.808,-5.06,-3.79,4.71,3.2,-3.36,-8.99
-0.88,0.998,-4.46,-3.7,-6.98,0.54,4.81,0.208
-0.795,0.923,-4.71,-6.16,-9.71,6.34,-8.09,6.6
-0.937,0.77,-4.49,-5.07,-3.84,9.4,-6.22,-0.42
-0.953,0.762,-4.78,-6.61,-9.87,3.55,-4.9,-6.46
-0.662,0.775,-5.29,-7.14,-2,2.62,-8.76,-5.75
-0.708,0.793,-3.54,-5.9,1.19,-3.56,-1.15,1.1
-0.839,0.629,-4.7,-5.33,-6.11,-1.09,1.83,-4.52
-0.89,0.708,-3.64,-5.51,5.16,6.59,4.27,7.34
-0.73,0.394,-4.38,-4.59,-6.56,5.2,8.33,-1.81
-0.642,0.689,-4.44,-5.93,0.491,-0.368,-9.89,4.6
-0.761,0.595,-6.12,-3.55,4.17,-2.88,-4.59,6.96
-0.643,0.506,-4.85,-3.32,-7.17,6.29,-1.52,9.72
-0.625,0.498,-2.8,-3.76,-9.14,-7.73,7.77,-5.72
-0.699,0.292,-6.1,-7.41,8.12,-3.06,4.2,8.15
-0.663,0.362,-5,-5.55,6.08,4.24,7.52,-8.24
-0.552,0.35,-4.78,-5.3,-0.201,-3.51,-4.77,-7.34
-0.565,0.408,-4.12,-4.49,-1.2,9.48,3.57,0.792
-0.512,0.307,-6.42,-4.6,-4.88,-3.6,8.8,-8.23
-0.546,0.392,-5.99,-2.69,-2.96,6.3,-3.64,7.52
-0.558,0.214,-6.4,-4.84,-9.27,5.82,6.53,-2.53
-0.552,0.265,-5.72,-4.14,-9.71,1.53,3.04,-3.5
-0.519,0.207,-6.24,-5.15,1.93,1.24,3.48,6.32
-0.508,0.28,-4.05,-4.24,-6.39,3.41,-1.62,0.364
-0.508,-0.057,-4.85,-3.66,-4.29,-5.19,4.9,2.94
-0.313,0.263,-5.41,-2.51,7.98,-0.452,-6.32,-2.78
-0.444,0.0806,-7,-4.94,-0.557,3.59,-8.5,5.65
-0.415,0.246,-5.25,-3.96,-3.05,-1.93,1.4,-5.78
-0.338,0.0806,-5.41,-7.24,3.95,-9.42,-1.38,-5.02
-0.376,0.121,-3.36,-5.41,2.36,0.22,-8.87,-2.23
-0.214,0.145,-5.21,-5.07,5.69,-8.04,2.44,8.8
-0.251,0.156,-5.67,-5.17,-0.754,-7.39,5.4,-2.81
-0.286,0.0175,-4.59,-5.86,-1.34,-8.62,-1.94,-6.6
-0.368,0.106,-5.19,-5.98,8.95,3.19,-2.54,-0.879
-0.276,-0.0759,-5.1,-3.75,0.0631,-9.09,-8.64,-5.99
-0.132,0.294,-5.63,-7.28,7,-9.83,-2.44,0.64
-0.125,0.0904,-4.61,-5.8,-5.2,-6.51,-8.91,0.0102
-0.0762,-0.0659,-6.85,-5.86,7.38,6.97,-6.47,-3.03
-0.148,-0.045,-4.21,-5.19,7.51,2.33,3.06,-6.2
-0.0585,0.0152,-4.46,-5.7,4.77,1.46,2.64,8.94
-0.0544,0.103,-3.72,-3.87,-9.54,-3.4,-2.42,-7.63
-0.205,0.114,-5.52,-3.87,-0.827,-7.22,-1.1,8.5
-0.124,-0.0308,-2.47,-6.6,-2.86,-7.58,6.38,-7.21
-0.231,-0.00624,-4.95,-3.01,-7.88,-4.56,2.45,3.32
0.0524,0.103,-4.67,-5.49,-6.95,-8.38,-6.61,9.3
-0.123,-0.0704,-4.33,-4.2,5.54,0.677,9.76,3.22
-0.25,-0.143,-1.94,-5.16,-2.28,1.47,4.9,1.38
0.116,0.0874,-1.83,-5.33,-2.41,7.34,6.28,-5.92
0.00961,0.233,-6.54,-3.75,8.6,4.54,-1.94,-3
0.26,-0.0516,-4.3,-4.57,-9.13,2.6,-4.96,-3.77
-0.219,-0.0464,-4.11,-6.35,-8.96,-7.34,-7.75,-3.63
-0.00858,-0.183,-6.84,-4,-7.05,9.68,3.67,0.846
0.168,-0.19,-5.33,-5.56,-8.02,2.36,-3.19,-3.01
0.241,0.0424,-6.05,-5.16,2.58,0.479,9.82,5.15
0.0967,-0.00275,-4.83,-5.76,-3.6,-8.19,-4.91,5.98
0.17,0.0973,-4.08,-4.55,-0.293,-6.38,-0.946,-0.698
0.277,0.245,-5.88,-5.04,-5.14,-9.53,-1.09,-5.86
0.0555,-0.0433,-5.13,-5.24,-9.42,2.57,-1.53,8.85
0.348,0.064,-5.48,-5.82,-7.15,-7.87,-6.2,-3.04
0.327,0.129,-3.54,-5.02,-6.11,-5.16,0.739,2.72
0.306,-0.0082,-5.14,-4.04,-5.61,-6.99,-8.3,-0.778
0.407,0.149,-4.25,-4.31,7.42,3.43,5.64,-8.55
0.282,0.0614,-5.23,-5.69,9.9,5.72,-1.95,-7.33
0.328,0.21,-5.35,-5.59,-7.1,-6.62,1.8,-8.95
0.263,0.232,-5.06,-5.54,-7.33,5.48,-2.04,-4.01
0.637,0.251,-5.91,-4.58,3.82,0.412,7.28,-2.7
0.475,0.394,-4.47,-4.31,5.2,7.09,-4.27,-1.14
0.328,0.2,-5.43,-5.2,-9.95,1.67,2.4,-1.79
0.324,0.182,-4.94,-5.33,8.81,-9.35,7.47,-4.85
0.38,0.109,-4.37,-4.32,-5.04,-3.9,-1.42,-1.87
0.464,0.33,-3.84,-5.29,-9.13,1.52,-2.18,3.71
0.619,0.138,-4.73,-4.94,6.42,9.92,2.34,6.06
0.516,0.362,-3.64,-5.61,-4.87,6.56,2.52,8.06
0.653,0.285,-3.88,-3.88,-7.69,-9.99,5.72,9.39
0.604,0.361,-5,-7.69,2.07,1.11,3.84,-4.47
0.501,0.269,-6.53,-4.89,-8.71,5.88,-9.76,-1.85
0.51,0.525,-4.38,-2.98,9.3,0.548,-0.39,4.24
0.585,0.413,-3.46,-6.5,8.66,-6.06,0.749,7.71
0.662,0.385,-4.55,-2.64,4.49,3.97,5.97,4.02
0.515,0.49,-3.84,-4.72,1.91,5.06,-5.1,8.34
0.861,0.468,-5.05,-5.15,-8.85,-8.47,-6.85,9.33
0.799,0.608,-5.31,-6.66,-9.91,-6.25,-7.6,8.88
0.779,0.407,-5,-4.3,-8.56,1.94,0.0908,-9.81
0.48,0.317,-4.96,-5.24,1.15,2.76,-1.7,-8.33
0.939,0.57,-4.26,-5.84,-0.264,-9.28,2.18,3.87
0.714,0.704,-6.5,-4.58,-4.21,-5.15,-4.94,3.76
0.755,0.729,-4.52,-6.27,-2.77,-4.18,9.91,7.7
0.915,0.694,-4.73,-1.98,8.83,2.74,-5.5,7.51
0.814,0.8,-7.26,-4.08,4.44,-9.05,9.14,-2.14
0.897,0.679,-5.91,-4.21,-3.25,-0.586,2.27,7.45
0.755,0.67,-3.92,-4.75,-1.08,-9.58,-1,6.07
0.619,0.911,-4.91,-6.61,0.869,-1.75,6.47,-8.54
0.92,0.772,-3.56,-4.16,1.51,8.72,8.37,-3.98
0.803,0.987,-5.82,-4.79,-8.24,-0.197,-1.36,7.62
1.2,1.04,-3.38,-4.39,4.13,-2.8,-7.46,6.41
1.02,1.03,-4.73,-3.92,-9.41,-3.22,2.61,-3.72
1.26,0.98,-8.07,-4.74,-0.968,-9.19,1.63,-1.37
0.915,1.02,-3.57,-4.92,4.45,1.86,9.3,-3.36
1.04,1.27,-5.71,-5.02,-8.97,-2.01,-7.69,5.89
1.01,0.986,-4.65,-4.93,9.13,9.29,5.01,-9.69
1.05,1.16,-5.6,-3.47,-0.479,7.47,-8.12,-8.92
1.17,1.35,-4.86,-4.76,-3.07,-9.07,3.63,-9.28
1.24,1.16,-5.55,-5.44,-1.2,4.98,9.37,6.55
1,1.26,-5.51,-5.04,-5.79,-7.23,-4.57,-2.74
1.01,1.4,-4.72,-4.7,-8.04,1.26,0.248,8.49
1.1,1.52,-3.32,-4,8.11,2.2,0.51,7.8
1.12,1.65,-3.29,-5.79,7.25,0.704,2.84,8.88
1.25,1.4,-3.79,-3.92,-8.12,7.75,9.55,-5.27
1.21,1.54,-4.63,-4.67,6.13,-5.46,7.19,6.33
1.38,1.57,-6.76,-4.85,5.8,0.549,-1.79,8.69
1.12,1.53,-4.82,-5.51,8.63,-7.88,6.66,5.13
1.17,1.59,-3.58,-4,-1.73,-8.74,-4.72,0.0755
1.38,1.9,-6.73,-4.99,5.82,-5.94,-4.72,1.25
1.41,1.73,-5.27,-5.84,-4.14,5.28,-5.97,-1.05
1.4,1.93,-4.53,-5.24,1.95,-8.75,0.167,10
1.46,1.96,-5,-5.07,-9.77,-6.21,3.18,2.72
1.46,1.93,-4.66,-6.38,4.86,5.08,9.17,2.26
1.38,2.13,-6.43,-5.84,7.73,-1.72,1.9,-5.9
1.48,2.13,-6.28,-3.31,7.16,-5.29,-2.89,-6.56
1.46,1.98,-4.21,-3.25,9.58,-9.41,-6.76,0.547
1.63,2.17,-3.47,-5.72,2.43,4.3,-4.82,-1.22
1.73,2.27,-6.4,-6.15,4.32,1.94,-9.46,3.75
1.42,2.52,-6.86,-6.18,-8.62,8.66,8.37,2.91
1.49,2.35,-6.03,-6.92,-9.44,1.71,8.68,-9.31
1.57,2.26,-5,-4.42,7.59,-7.94,9.99,6.42
1.61,2.73,-5.53,-5.97,2.54,3.2,1.85,-5.6
1.55,2.48,-4.14,-5.04,1.09,-4.63,4.88,8.82
1.53,2.67,-5.08,-5.84,-1.08,-7.6,-0.673,0.0733
1.7,2.73,-4.31,-5.1,9.96,2.86,-5.81,-1.64
1.61,2.96,-6.41,-5.77,-4.34,-7.77,6.62,7.24
1.73,2.92,-4.97,-6.15,-4.69,0.996,-8.24,-0.854
1.65,2.9,-3.4,-5.7,-1.91,-2.62,-5.37,7.8
1.67,2.88,-3.68,-5.22,7.57,9.88,7.54,-4.58
1.77,3,-5.41,-5.06,-9.89,0.407,-3.26,-5.69
1.84,3.22,-4.31,-5.46,6.43,3.43,3.46,-8.76
1.74,3.15,-5.53,-6.53,-6.43,-2.71,7.36,0.187
1.88,3.28,-5.36,-4.75,-5.1,1.55,-2.95,1.98
1.8,3.24,-3.79,-7.25,5.88,-8.8,4.18,-3.28
1.93,3.44,-5.26,-8.25,-0.835,6.16,-8.5,4.04
1.78,3.3,-4.23,-3.84,9.96,4.17,5.29,-3.46
2.06,3.69,-5.46,-5.18,-0.335,7.78,0.423,-2.16
1.98,3.72,-4.48,-5.73,9.25,5.09,8.02,-1.59
1.88,3.79,-5.09,-4.83,-4.15,2.72,-2.83,-7.65
1.83,3.82,-4.63,-6.18,1.06,6.13,9.64,7.87
1.92,3.69,-5.74,-4.26,8.6,0.234,4.79,1.36
2.1,3.91,-5.13,-6.21,8.02,-5.98,6.69,8.23
2.09,4.05,-5.51,-4.85,-0.154,1.83,-6.81,-4.27
-1.92,4.1,5.01,4.23,2.98,1.36,3.94,-1.87
-2.1,3.92,6.6,4.43,8.59,5.56,5.11,1.79
-1.9,4.11,3.7,3.92,-8.37,-0.971,3.51,-0.696
-1.9,3.78,4.27,3.34,0.967,-1.74,2.86,0.0164
-1.94,3.66,3.31,6.73,7.88,1.25,0.535,-0.046
-1.96,3.67,6.13,5.29,-4.12,5.13,8.53,-3.61
-1.86,3.62,2.51,6.39,5.53,1.41,-4.41,-5.44
-1.88,3.39,4.52,4.24,2.77,-3.81,8.83,-9.79
-1.86,3.24,3.96,5.92,9.75,-8.97,-6.91,2.48
-1.94,3.3,4.08,3.39,0.824,7.64,0.815,9.72
-1.84,3.29,4.5,4.54,3.46,3.77,7.13,-6.76
-1.8,3.34,5.14,5.05,9.23,8.21,0.276,-8.24
-1.77,3.11,6.8,4.47,8.33,8.25,7.01,9.09
-1.95,2.86,4.61,3.03,-4.13,-1.45,-8.94,-9.84
-1.78,3.1,3.86,5.04,-2.3,-8.73,1.24,0.637
-1.72,3,3.46,3.72,6.45,-1.08,0.315,-8.8
-1.77,2.97,2.98,5.68,-4.68,-6.27,2.82,-9.09
-1.64,2.73,4.94,3.77,-8.96,-6.92,-9.5,-6.59
-1.63,2.58,5.63,7.14,-9.94,-5.57,-0.338,-4.58
-1.67,2.35,5.67,3.9,3.38,2.34,-1.53,3.03
-1.65,2.57,4.89,4.46,6.76,9.3,5.78,0.0817
-1.48,2.63,4.21,6.29,1.76,-6.09,-0.244,-6.15
-1.39,2.46,5.72,5.16,-4.26,8.44,2.6,8.95
-1.52,2.43,5.52,5.15,2.41,6.11,0.83,-6.66
-1.34,2.22,3.68,5.72,8.46,9.24,-4.22,-5.17
-1.7,2.27,6.02,3.8,-1.07,9.84,-1.18,8.8
-1.49,2.1,4.76,5.53,-5.21,-4.86,3.65,-7.74
-1.41,2.05,5.95,4.29,-8.87,5.6,6.91,-3.1
-1.48,2.05,6.39,4.4,-2.1,-8.82,2.72,7.73
-1.42,1.88,7.77,3.71,-1.7,6.64,-2.37,2.45
-1.44,2.05,5.02,6.31,5.95,-6.52,-3.67,-4.91
-1.44,2.02,3.04,4.31,-2.14,2.02,9.53,-5.29
-1.33,1.75,5.89,5.02,-0.472,9.22,6.7,0.255
-1.4,1.71,5.38,4.16,-1.81,-4.83,3.61,-0.212
-1.45,1.79,3.95,4.93,-0.0335,1.32,1.62,7.03
-1.3,1.74,5.65,3.66,-7.36,1.51,7.12,-4.13
-1.4,1.59,5.82,5.44,3.29,9.14,-4.05,-6.27
-1.26,1.48,4.34,4.17,4.06,-0.0851,-0.895,2.18
-1.27,1.47,4.12,4.87,-1.87,8.01,1.19,7.35
-1.18,1.24,5.7,4.43,0.699,4.08,1.9,-2.71
-1.12,1.39,5.49,5.34,-2.13,-0.301,-8.6,3.2
-1.05,1.43,4.66,4.07,-8.86,0.98,-0.24,-7.71
-1.13,1.34,4.69,3.87,5.72,-9.35,-8.77,6.39
