1000	ISM	5.237	-1.825	1.995	1.0	0.0
1000	SM	12.208	-1.442	1.983	0.574	0.0
1000	SM	14.628	-1.187	1.976	0.562	0.0
1000	SM	18.689	-1.265	1.991	0.595	0.0
1000	SM	20.759	-1.183	1.984	0.457	0.0
1000	SM	56.76	-1.563	1.96	0.175	0.0
1000	SM	57.191	-1.305	1.981	0.511	0.0
1000	SM	53.836	-1.414	1.982	0.578	0.0
1000	SM	52.312	-1.456	1.941	0.33	0.0
1000	SM	62.056	-1.3	1.98	0.515	0.0
1000	SM	52.917	-1.392	1.93	0.398	0.0
1000	DG	26514.085	7.228	0.93	0.414	0.023
1000	DG	29596.498	1.124	0.94	0.004	0.005
1000	DG	29700.863	2.007	0.386	0.038	0.501
1000	DG	30322.307	5.905	1.015	0.482	0.003
1000	DG	30448.193	6.179	1.201	0.245	0.02
1000	DG	30561.765	7.709	1.761	0.611	0.0
1000	DG	30772.089	1.129	0.278	0.013	0.651
1000	DG	30882.476	0.623	0.339	0.0	1.0
1000	DG	31961.944	5.23	1.131	0.22	0.039
1000	DG	33347.923	8.711	1.004	0.634	0.0
