2000	ISM	424.223	9.01	1.995	1.0	0.0
2000	SM	1593.55	20.749	1.995	0.98	0.0
2000	SM	1903.481	20.839	1.995	1.0	0.0
2000	SM	2128.81	18.949	1.981	0.08	0.0
2000	SM	2352.791	19.242	1.986	0.526	0.0
2000	SM	2671.208	28.366	1.99	0.606	-0.0
2000	SM	2530.241	26.15	1.989	0.634	0.0
2000	SM	3034.999	26.863	1.985	0.002	0.0
2000	SM	3248.431	25.314	1.986	0.001	0.0
2000	SM	3376.78	22.602	1.983	0.001	0.0
2000	SM	3513.704	23.235	1.986	0.501	0.0
2000	DG	8094.685	25.669	0.569	0.0	1.0
2000	DG	40195.242	900.752	1.454	0.635	0.007
2000	DG	41682.654	224.894	1.022	0.0	0.0
2000	DG	42184.64	44.215	0.891	0.0	1.0
2000	DG	43496.454	1572.702	1.694	0.0	1.0
2000	DG	67470.084	51.528	0.102	0.0	0.926
2000	DG	68163.813	27.779	0.503	0.0	1.0
