1500	ISM	101.682	22.514	1.993	0.521	0.0
1500	SM	342.755	22.233	1.994	0.953	0.0
1500	SM	903.203	26.895	1.988	0.007	0.0
1500	SM	1047.305	21.956	1.98	0.001	0.0
1500	SM	1120.409	25.373	1.984	0.019	0.0
1500	SM	1121.128	26.18	1.984	0.0	0.0
1500	SM	1163.918	23.751	1.983	0.083	0.0
1500	SM	1477.386	28.394	1.989	0.74	0.0
1500	SM	1470.001	24.948	1.987	0.597	0.0
1500	SM	1525.742	25.588	1.987	0.819	0.0
1500	SM	1745.916	13.278	1.973	0.315	0.0
1500	SM	1776.642	26.445	1.987	0.0	0.0
1500	DG	7722.31	740.245	1.863	0.741	0.0
1500	DG	10192.786	61.923	0.485	0.0	0.014
1500	DG	20882.361	705.441	1.881	0.579	0.001
1500	DG	21640.168	147.147	1.013	0.0	0.0
1500	DG	22001.976	60.852	0.675	0.0	1.0
1500	DG	22105.481	451.686	1.265	0.194	0.104
1500	DG	22404.607	21.023	0.315	0.0	0.958
1500	DG	39500.371	40.507	0.507	0.0	1.0
1500	DG	50980.816	49.118	0.626	0.0	0.979
