200	ISM	0.49	5.916	1.996	1.0	-0.0
200	SM	1.854	20.021	1.995	0.745	0.0
200	SM	4.237	21.953	1.996	0.902	0.0
200	SM	4.529	15.964	1.99	0.003	0.0
200	SM	2.281	19.445	1.991	0.016	0.0
200	SM	1.263	11.929	1.99	0.564	-0.0
200	SM	3.076	15.919	1.99	0.501	0.0
200	SM	3.014	14.557	1.99	0.002	0.001
200	SM	4.269	15.7	1.997	0.96	0.0
200	SM	0.832	17.507	1.971	0.198	0.0
200	SM	4.668	17.554	1.997	1.0	-0.0
200	DG	256.179	55.239	0.913	0.005	0.001
200	DG	1009.185	27.966	0.883	0.0	0.0
200	DG	1251.601	111.119	1.649	0.564	0.005
200	DG	1821.425	174.018	1.922	0.0	0.012
200	DG	1875.062	117.139	1.917	0.634	0.003
200	DG	1276.301	179.838	1.983	0.001	0.009
200	DG	2458.608	15.724	0.62	-0.0	1.0
200	DG	2055.058	37.948	0.811	-0.0	1.0
200	DG	3142.293	100.724	1.423	0.705	0.003
200	DG	2324.896	99.493	1.099	0.736	0.006
