400	ISM	1.191	5.965	1.996	1.0	0.0

400	SM	20.363	16.54	1.988	0.541	-0.0
400	SM	25.056	12.545	1.996	1.0	0.0
400	SM	24.583	12.53	1.991	0.006	-0.0
400	SM	23.509	16.647	1.994	0.787	0.0
400	SM	22.245	12.109	1.992	0.556	0.0
400	SM	15.812	9.621	1.982	0.37	0.0
400	SM	21.478	13.799	1.992	0.545	0.0
400	SM	17.568	16.039	1.987	0.001	0.0
400	SM	18.347	16.227	1.987	0.001	0.0
400	SM	12.996	7.916	1.996	1.0	0.0

400	DG	1253.397	199.344	1.624	0.609	0.015
400	DG	5269.353	299.978	1.632	0.835	0.002
400	DG	5557.857	34.995	0.623	0.0	1.0
400	DG	6022.775	41.527	0.457	0.003	0.806
400	DG	4800.18	211.082	1.439	0.7	0.004
400	DG	3420.674	143.067	0.963	0.301	0.073
400	DG	8458.463	27.097	0.255	0.0	0.977
400	DG	10872.504	294.009	1.624	0.0	1.0
400	DG	10017.65	318.458	1.611	0.0	1.0
400	DG	6029.631	24.145	0.215	0.0	0.955
