100,ISM,0.117,5.224,1.999,1.0,0.0
100,SM,0.855,11.363,1.999,0.473,0.0
100,SM,0.776,10.624,1.998,0.564,0.0
100,SM,1.158,14.152,1.997,0.241,0.001
100,SM,0.486,15.524,1.994,0.056,0.0
100,SM,1.055,12.011,1.998,0.501,0.0
100,SM,0.853,8.002,1.995,0.31,0.0
100,SM,0.269,18.961,1.998,0.067,0.034
100,SM,1.158,11.452,1.997,0.223,0.003
100,SM,0.842,14.827,1.998,0.304,0.003
100,SM,1.081,12.402,2.0,1.0,0.0
100,SM,1.449,25.176,1.998,0.416,0.0
100,DG,129.594,83.02,1.908,0.031,0.619
100,DG,213.158,31.861,0.94,0.0,1.0
100,DG,233.275,14.313,0.692,0.0,1.0
100,DG,210.181,35.372,1.064,0.0,1.0
100,DG,329.141,31.028,0.538,0.0,1.0
100,DG,377.637,14.464,0.553,0.0,1.0
100,DG,73.624,44.15,1.231,0.003,0.808
100,DG,117.076,31.515,0.957,0.01,0.677
100,DG,340.728,14.74,0.649,0.0,0.929
100,DG,362.757,17.029,1.109,0.006,0.07
200,ISM,0.49,5.916,1.996,1.0,-0.0
200,SM,1.854,20.021,1.995,0.745,0.0
200,SM,4.237,21.953,1.996,0.902,0.0
200,SM,4.529,15.964,1.99,0.003,0.0
200,SM,2.281,19.445,1.991,0.016,0.0
200,SM,1.263,11.929,1.99,0.564,-0.0
200,SM,3.076,15.919,1.99,0.501,0.0
200,SM,3.014,14.557,1.99,0.002,0.001
200,SM,4.269,15.7,1.997,0.96,0.0
200,SM,0.832,17.507,1.971,0.198,0.0
200,SM,4.668,17.554,1.997,1.0,-0.0
200,DG,256.179,55.239,0.913,0.005,0.001
200,DG,1009.185,27.966,0.883,0.0,0.0
200,DG,1251.601,111.119,1.649,0.564,0.005
200,DG,1821.425,174.018,1.922,0.0,0.012
200,DG,1875.062,117.139,1.917,0.634,0.003
200,DG,1276.301,179.838,1.983,0.001,0.009
200,DG,2458.608,15.724,0.62,-0.0,1.0
200,DG,2055.058,37.948,0.811,-0.0,1.0
200,DG,3142.293,100.724,1.423,0.705,0.003
200,DG,2324.896,99.493,1.099,0.736,0.006
300,ISM,0.926,6.347,1.997,1.0,0.0
300,SM,4.481,144.762,1.983,0.0,1.0
300,SM,11.263,20.017,1.993,0.53,0.001
300,SM,9.274,20.224,1.987,0.019,0.0
300,SM,3.799,100.382,1.999,0.686,0.007
300,SM,18.914,20.185,1.997,0.971,0.0
300,SM,19.948,19.925,1.996,0.971,0.0
300,SM,21.185,17.617,1.992,0.611,0.0
300,SM,12.387,18.143,1.991,0.159,0.001
300,SM,20.032,10.219,1.973,0.269,-0.0
300,SM,18.659,17.815,1.997,0.971,0.0
300,DG,1316.318,55.611,0.962,0.0,0.004
300,DG,2932.116,22.726,0.597,0.0,1.0
300,DG,3479.959,160.16,1.968,0.611,0.003
300,DG,3704.704,16.243,0.555,0.0,1.0
300,DG,3707.496,32.458,0.697,0.0,1.0
300,DG,4334.86,21.52,0.592,0.0,1.0
300,DG,2413.487,160.16,1.968,0.611,0.003
300,DG,3020.212,43.262,0.787,0.0,1.0
300,DG,4791.638,56.647,0.748,0.136,0.233
300,DG,5114.902,24.869,0.735,0.002,0.003
300,DG,5315.238,24.869,0.735,0.002,0.003
300,DG,5349.412,17.494,0.565,0.0,1.0
400,ISM,1.191,5.965,1.996,1.0,0.0
400,SM,20.363,16.54,1.988,0.541,-0.0
400,SM,25.056,12.545,1.996,1.0,0.0
400,SM,24.583,12.53,1.991,0.006,-0.0
400,SM,23.509,16.647,1.994,0.787,0.0
400,SM,22.245,12.109,1.992,0.556,0.0
400,SM,15.812,9.621,1.982,0.37,0.0
400,SM,21.478,13.799,1.992,0.545,0.0
400,SM,17.568,16.039,1.987,0.001,0.0
400,SM,18.347,16.227,1.987,0.001,0.0
400,SM,12.996,7.916,1.996,1.0,0.0
400,DG,1253.397,199.344,1.624,0.609,0.015
400,DG,5269.353,299.978,1.632,0.835,0.002
400,DG,5557.857,34.995,0.623,0.0,1.0
400,DG,6022.775,41.527,0.457,0.003,0.806
400,DG,4800.18,211.082,1.439,0.7,0.004
400,DG,3420.674,143.067,0.963,0.301,0.073
400,DG,8458.463,27.097,0.255,0.0,0.977
400,DG,10872.504,294.009,1.624,0.0,1.0
400,DG,10017.65,318.458,1.611,0.0,1.0
400,DG,6029.631,24.145,0.215,0.0,0.955
500,ISM,3.864,6.366,1.996,1.0,0.0
500,SM,28.26,23.351,1.99,0.629,0.0
500,SM,21.412,20.887,1.988,0.004,0.0
500,SM,31.004,23.968,1.991,0.56,0.001
500,SM,14.018,23.283,1.994,0.634,0.0
500,SM,36.354,243.166,1.885,0.0,1.0
500,SM,34.003,24.79,1.989,0.009,0.0
500,SM,29.062,14.377,1.987,0.522,0.0
500,SM,30.382,8.825,1.996,1.0,0.0
500,SM,28.968,20.399,1.989,0.568,0.0
500,SM,29.311,24.146,1.989,0.005,0.0
500,SM,25.362,18.885,1.985,0.022,0.0
500,DG,2212.438,19.352,0.555,0.0,0.0
500,DG,2667.317,382.344,1.643,0.0,1.0
500,DG,2677.033,53.64,0.617,0.0,1.0
500,DG,2783.814,20.07,0.21,0.0,1.0
500,DG,4419.592,20.302,0.538,0.0,1.0
500,DG,4407.315,19.428,0.231,0.0,1.0
500,DG,4478.388,43.71,0.861,0.0,1.0
500,DG,4945.472,52.703,0.586,0.0,1.0
500,DG,5052.085,19.141,0.554,0.0,0.0
500,DG,5302.324,239.251,1.915,0.508,0.001
600,ISM,6.972,5.883,1.996,1.0,0.0
600,SM,53.029,20.993,1.989,0.506,0.0
600,SM,17.164,22.913,1.996,0.375,0.001
600,SM,58.846,17.06,1.996,1.0,0.0
600,SM,56.267,19.596,1.988,0.077,0.0
600,SM,56.237,10.715,1.996,1.0,0.0
600,SM,92.372,18.801,1.994,0.081,0.0
600,SM,54.918,19.265,1.986,0.001,0.0
600,SM,87.755,19.975,1.99,0.002,0.0
600,SM,93.737,15.773,1.995,1.0,0.0
600,SM,93.222,23.059,1.987,0.001,0.0
600,DG,1144.424,73.757,0.559,0.008,0.707
600,DG,1389.224,46.273,0.655,0.0,0.984
600,DG,1394.43,16.819,0.305,0.0,0.984
600,DG,1463.014,62.146,1.092,0.006,0.719
600,DG,2773.183,24.631,0.54,0.0,1.0
600,DG,3149.823,33.152,0.606,0.0,1.0
600,DG,4315.996,56.544,0.514,0.0,0.004
600,DG,7203.393,59.826,0.517,0.014,0.642
600,DG,12776.86,26.498,0.538,0.0,1.0
600,DG,12929.955,48.829,0.404,0.0,0.001
700,ISM,10.512,4.806,1.996,1.0,0.0
700,SM,28.523,24.675,1.988,0.0,0.0
700,SM,102.399,19.418,1.995,1.0,0.0
700,SM,62.376,13.165,1.975,0.104,0.0
700,SM,141.485,20.96,1.996,1.0,0.0
700,SM,115.229,24.703,1.985,0.017,0.0
700,SM,136.191,16.95,1.995,1.0,0.0
700,SM,128.693,19.518,1.993,0.599,0.0
700,SM,92.441,13.101,1.955,0.243,0.0
700,SM,153.748,23.264,1.986,0.002,0.0
700,SM,86.392,18.532,1.982,0.0,0.0
700,SM,108.787,22.964,1.988,0.0,0.0
700,DG,1102.51,26.613,0.583,0.0,1.0
700,DG,2315.361,14.808,0.493,0.0,0.986
700,DG,2373.655,26.771,0.447,0.0,0.005
700,DG,2757.737,52.136,0.566,0.0,1.0
700,DG,7593.23,47.921,1.016,0.0,0.975
700,DG,7873.888,348.282,1.744,0.921,0.0
700,DG,8036.252,15.84,0.319,0.0,0.95
700,DG,8243.764,54.522,0.542,0.0,0.986
700,DG,8311.309,54.522,0.542,0.0,0.986
700,DG,9063.414,52.131,0.605,0.0,1.0
800,ISM,16.335,5.064,1.996,1.0,0.0
800,SM,41.687,22.136,1.993,0.684,0.0
800,SM,59.639,19.323,1.993,0.52,0.0
800,SM,61.513,18.866,1.986,0.511,0.0
800,SM,154.83,15.048,1.986,0.52,0.0
800,SM,200.041,20.187,1.983,0.001,0.0
800,SM,158.657,13.305,1.984,0.491,-0.0
800,SM,204.637,21.669,1.994,0.975,0.0
800,SM,203.496,15.333,1.995,1.0,0.0
800,SM,194.099,23.168,1.992,0.878,-0.0
800,SM,187.408,23.705,1.989,0.001,0.0
800,DG,6171.632,16.322,0.422,0.0,0.987
800,DG,6562.692,48.689,0.43,0.0,0.987
800,DG,6613.516,384.528,1.636,0.808,0.003
800,DG,6607.074,381.36,1.83,0.501,0.004
800,DG,8826.072,68.761,0.699,0.001,0.007
800,DG,9596.473,68.081,0.601,0.006,0.007
800,DG,10916.664,19.259,0.493,0.0,1.0
800,DG,12650.694,50.666,0.535,0.0,1.0
800,DG,13674.109,317.645,1.202,0.39,0.037
800,DG,14947.209,392.373,1.271,0.724,0.001
900,ISM,21.443,7.907,1.995,1.0,0.0
900,SM,37.203,213.196,1.995,0.434,0.027
900,SM,70.087,436.122,1.999,0.0,1.0
900,SM,74.315,21.911,1.994,0.942,0.0
900,SM,64.769,19.764,1.971,0.254,0.0
900,SM,94.543,16.456,1.975,0.102,0.0
900,SM,144.989,13.641,1.975,0.345,0.0
900,SM,113.497,20.67,1.994,0.989,0.0
900,SM,132.404,11.353,1.951,0.209,0.0
900,SM,195.126,20.115,1.991,0.559,0.0
900,SM,238.073,25.673,1.988,0.302,0.0
900,DG,1197.185,450.567,1.91,0.879,0.001
900,DG,1412.028,83.376,0.718,0.0,0.001
900,DG,3299.745,42.491,0.521,0.0,1.0
900,DG,7656.075,692.765,1.656,0.0,0.959
900,DG,9493.063,396.051,1.038,0.393,0.016
900,DG,9620.022,38.439,0.974,0.0,0.989
900,DG,11857.248,22.703,0.059,0.0,1.0
900,DG,14255.176,37.933,0.548,0.0,1.0
900,DG,16856.215,20.084,0.048,0.0,1.0
900,DG,25388.746,76.2,0.932,0.004,0.763
1000,ISM,39.902,18.325,1.99,0.612,0.0
1000,SM,126.367,486.971,1.989,0.0,1.0
1000,SM,125.168,24.626,1.993,0.719,0.0
1000,SM,182.997,19.708,1.984,0.006,0.0
1000,SM,146.116,486.419,1.938,0.0,1.0
1000,SM,201.787,22.155,1.985,0.0,0.0
1000,SM,169.803,12.318,1.965,0.274,0.0
1000,SM,400.862,20.261,1.984,0.001,0.0
1000,SM,376.734,20.232,1.993,0.562,0.0
1000,SM,395.452,20.598,1.983,0.001,0.0
1000,SM,438.747,19.674,1.98,0.202,0.0
1000,DG,2896.435,41.148,0.507,0.0,0.99
1000,DG,6411.44,398.595,1.706,0.472,0.035
1000,DG,7040.745,39.638,0.538,0.0,1.0
1000,DG,7129.469,40.871,0.528,0.0,1.0
1000,DG,8374.427,479.606,1.349,0.776,0.002
1000,DG,12234.618,44.157,0.548,0.0,1.0
1000,DG,13673.913,451.816,1.245,0.518,0.008
1000,DG,16027.012,40.575,0.137,0.0,1.0
