1000	ISM	39.902	18.325	1.99	0.612	0.0
1000	SM	126.367	486.971	1.989	0.0	1.0
1000	SM	125.168	24.626	1.993	0.719	0.0
1000	SM	182.997	19.708	1.984	0.006	0.0
1000	SM	146.116	486.419	1.938	0.0	1.0
1000	SM	201.787	22.155	1.985	0.0	0.0
1000	SM	169.803	12.318	1.965	0.274	0.0
1000	SM	400.862	20.261	1.984	0.001	0.0
1000	SM	376.734	20.232	1.993	0.562	0.0
1000	SM	395.452	20.598	1.983	0.001	0.0
1000	SM	438.747	19.674	1.98	0.202	0.0
1000	DG	2896.435	41.148	0.507	0.0	0.99
1000	DG	6411.44	398.595	1.706	0.472	0.035
1000	DG	7040.745	39.638	0.538	0.0	1.0
1000	DG	7129.469	40.871	0.528	0.0	1.0
1000	DG	8374.427	479.606	1.349	0.776	0.002
1000	DG	12234.618	44.157	0.548	0.0	1.0
1000	DG	13673.913	451.816	1.245	0.518	0.008
1000	DG	16027.012	40.575	0.137	0.0	1.0
1000	DG	17469.148	504.296	1.084	0.96	0.0
1000	DG	21629.054	48.424	0.069	0.0	1.0
