900	ISM	21.443	7.907	1.995	1.0	0.0
900	SM	37.203	213.196	1.995	0.434	0.027
900	SM	70.087	436.122	1.999	0.0	1.0
900	SM	74.315	21.911	1.994	0.942	0.0
900	SM	64.769	19.764	1.971	0.254	0.0
900	SM	94.543	16.456	1.975	0.102	0.0
900	SM	144.989	13.641	1.975	0.345	0.0
900	SM	113.497	20.67	1.994	0.989	0.0
900	SM	132.404	11.353	1.951	0.209	0.0
900	SM	195.126	20.115	1.991	0.559	0.0
900	SM	238.073	25.673	1.988	0.302	0.0
900	DG	1197.185	450.567	1.91	0.879	0.001
900	DG	1412.028	83.376	0.718	0.0	0.001
900	DG	3299.745	42.491	0.521	0.0	1.0
900	DG	7656.075	692.765	1.656	0.0	0.959
900	DG	9493.063	396.051	1.038	0.393	0.016
900	DG	9620.022	38.439	0.974	0.0	0.989
900	DG	11857.248	22.703	0.059	0.0	1.0
900	DG	14255.176	37.933	0.548	0.0	1.0
900	DG	16856.215	20.084	0.048	0.0	1.0
900	DG	25388.746	76.2	0.932	0.004	0.763
