800	ISM	16.335	5.064	1.996	1.0	0.0
800	SM	41.687	22.136	1.993	0.684	0.0
800	SM	59.639	19.323	1.993	0.52	0.0
800	SM	61.513	18.866	1.986	0.511	0.0
800	SM	154.83	15.048	1.986	0.52	0.0
800	SM	200.041	20.187	1.983	0.001	0.0
800	SM	158.657	13.305	1.984	0.491	-0.0
800	SM	204.637	21.669	1.994	0.975	0.0
800	SM	203.496	15.333	1.995	1.0	0.0
800	SM	194.099	23.168	1.992	0.878	-0.0
800	SM	187.408	23.705	1.989	0.001	0.0
800	DG	6171.632	16.322	0.422	0.0	0.987
800	DG	6562.692	48.689	0.43	0.0	0.987
800	DG	6613.516	384.528	1.636	0.808	0.003
800	DG	6607.074	381.36	1.83	0.501	0.004
800	DG	8826.072	68.761	0.699	0.001	0.007
800	DG	9596.473	68.081	0.601	0.006	0.007
800	DG	10916.664	19.259	0.493	0.0	1.0
800	DG	12650.694	50.666	0.535	0.0	1.0
800	DG	13674.109	317.645	1.202	0.39	0.037
800	DG	14947.209	392.373	1.271	0.724	0.001
