300	ISM	0.926	6.347	1.997	1.0	0.0

300	SM	4.481	144.762	1.983	0.0	1.0
300	SM	11.263	20.017	1.993	0.53	0.001
300	SM	9.274	20.224	1.987	0.019	0.0
300	SM	3.799	100.382	1.999	0.686	0.007
300	SM	18.914	20.185	1.997	0.971	0.0
300	SM	19.948	19.925	1.996	0.971	0.0
300	SM	21.185	17.617	1.992	0.611	0.0
300	SM	12.387	18.143	1.991	0.159	0.001
300	SM	20.032	10.219	1.973	0.269	-0.0
300	SM	18.659	17.815	1.997	0.971	0.0

300	DG	1316.318	55.611	0.962	0.0	0.004
300	DG	2932.116	22.726	0.597	0.0	1.0
300	DG	3479.959	160.16	1.968	0.611	0.003
300	DG	3704.704	16.243	0.555	0.0	1.0
300	DG	3707.496	32.458	0.697	0.0	1.0
300	DG	4334.86	21.52	0.592	0.0	1.0
300	DG	2413.487	160.16	1.968	0.611	0.003
300	DG	3020.212	43.262	0.787	0.0	1.0
300	DG	4791.638	56.647	0.748	0.136	0.233
300	DG	5114.902	24.869	0.735	0.002	0.003
300	DG	5315.238	24.869	0.735	0.002	0.003
300	DG	5349.412	17.494	0.565	0.0	1.0
