100	ISM	0.117	5.224	1.999	1.0	0.0

100	SM	0.855	11.363	1.999	0.473	0.0
100	SM	0.776	10.624	1.998	0.564	0.0
100	SM	1.158	14.152	1.997	0.241	0.001
100	SM	0.486	15.524	1.994	0.056	0.0
100	SM	1.055	12.011	1.998	0.501	0.0
100	SM	0.853	8.002	1.995	0.31	0.0
100	SM	0.269	18.961	1.998	0.067	0.034
100	SM	1.158	11.452	1.997	0.223	0.003
100	SM	0.842	14.827	1.998	0.304	0.003
100	SM	1.081	12.402	2.0	1.0	0.0
100	SM	1.449	25.176	1.998	0.416	0.0

100	DG	129.594	83.02	1.908	0.031	0.619
100	DG	213.158	31.861	0.94	0.0	1.0
100	DG	233.275	14.313	0.692	0.0	1.0
100	DG	210.181	35.372	1.064	0.0	1.0
100	DG	329.141	31.028	0.538	0.0	1.0
100	DG	377.637	14.464	0.553	0.0	1.0
100	DG	73.624	44.15	1.231	0.003	0.808
100	DG	117.076	31.515	0.957	0.01	0.677
100	DG	340.728	14.74	0.649	0.0	0.929
100	DG	362.757	17.029	1.109	0.006	0.07
