600	ISM	6.972	5.883	1.996	1.0	0.0
600	SM	53.029	20.993	1.989	0.506	0.0
600	SM	17.164	22.913	1.996	0.375	0.001
600	SM	58.846	17.06	1.996	1.0	0.0
600	SM	56.267	19.596	1.988	0.077	0.0
600	SM	56.237	10.715	1.996	1.0	0.0
600	SM	92.372	18.801	1.994	0.081	0.0
600	SM	54.918	19.265	1.986	0.001	0.0
600	SM	87.755	19.975	1.99	0.002	0.0
600	SM	93.737	15.773	1.995	1.0	0.0
600	SM	93.222	23.059	1.987	0.001	0.0
600	DG	1144.424	73.757	0.559	0.008	0.707
600	DG	1389.224	46.273	0.655	0.0	0.984
600	DG	1394.43	16.819	0.305	0.0	0.984
600	DG	1463.014	62.146	1.092	0.006	0.719
600	DG	2773.183	24.631	0.54	0.0	1.0
600	DG	3149.823	33.152	0.606	0.0	1.0
600	DG	4315.996	56.544	0.514	0.0	0.004
600	DG	7203.393	59.826	0.517	0.014	0.642
600	DG	12776.86	26.498	0.538	0.0	1.0
600	DG	12929.955	48.829	0.404	0.0	0.001
